EIN,NAME,ICO,STREET,CITY,STATE,ZIP,GROUP,SUBSECTION,AFFILIATION,CLASSIFICATION,RULING,DEDUCTIBILITY,FOUNDATION,ACTIVITY,ORGANIZATION,STATUS,TAX_PERIOD,ASSET_CD,INCOME_CD,FILING_REQ_CD,PF_FILING_REQ_CD,ACCT_PD,ASSET_AMT,INCOME_AMT,REVENUE_AMT,NTEE_CD,SORT_NAME
166067585,CIVIL SERVICE EMPLOYEES ASSOCIATION,% ROBERT PAZIK,120 PINEVIEW DR,AMHERST,NY,14228-2232,1002,04,9,1000,197007,2,00,263264279,5,01,202409,4,4,01,0,09,188442,162060,162060,,1000 REGION 6-WESTERN
166067586,CIVIL SERVICE EMPLOYEES ASSOCIATION,% CARLA SIMZER,1569 ROCHESTER RD,FARMINGTON,NY,14425-9106,1002,05,9,3000,196604,2,00,263000000,5,01,202409,0,0,02,0,09,0,0,0,,0275 TROOP E-NYS POLC CANANDAIGUA
166067589,CIVIL SERVICE EMPLOYEES ASSOCIATION,% JASON TOTH,64 HARLEM RD,WEST SENECA,NY,14224-1822,1002,05,9,3000,196604,2,00,263000000,5,01,202409,0,0,02,0,09,0,0,0,,0003 BUFFALO STATE EMPLOYEES
166067591,NEW TESTAMENT CHURCH AND YOUTH CENTER OF PERRY,,7080 STANDPIPE RD,PERRY,NY,14530-9616,0000,03,3,7000,196605,1,10,001000000,1,01,,0,0,06,0,12,,,,,PO BOX 256
166067736,ST JOHN THE BAPTIST ORTHODOX CATHOLIC CHURCH,,855 GOODMAN ST S,ROCHESTER,NY,14620-2545,2365,03,9,7000,197210,1,10,001000000,1,01,,0,0,06,0,12,,,,,
166067752,AMERICAN LEGION,,PO BOX 477,JAMESTOWN,NY,14702-0477,0925,19,9,1000,194603,1,00,907908000,5,01,202405,0,0,02,0,05,0,0,0,,IRA LOU SPRING POST 149
166067753,INTERNATIONAL ASSOCIATION OF LIONS CLUBS,% HILLARY BOWEN,PO BOX 321,ARCADE,NY,14009-0321,0239,04,9,3000,196603,2,00,999000000,5,01,202406,0,0,02,0,06,0,0,0,,8012 ARCADE NEW YORK
166067754,INTERNATIONAL ASSOCIATION OF LIONS CLUBS,% BRYAN KRULL,PO BOX 102,AKRON,NY,14001-0102,0239,04,9,3000,196603,2,00,999000000,5,01,202406,4,3,01,0,06,100012,92161,67617,,8009 AKRON NEW YORK
166067755,INTERNATIONAL ASSOCIATION OF LIONS CLUBS,% JOHN A KEDING,213 N MAIN ST,ALBION,NY,14411-1022,0239,04,9,3000,196603,2,00,999000000,5,01,202406,0,0,02,0,06,0,0,0,,8068 ALBION NEW YORK
166067756,INTERNATIONAL ASSOCIATION OF LIONS CLUBS,% JAMES CARNEY,146 NORTH AVE,AVON,NY,14414-1057,0239,04,9,3000,196603,2,00,999000000,5,01,202406,0,0,02,0,06,0,0,0,,8074 AVON NEW YORK
166067759,INTERNATIONAL ASSOCIATION OF LIONS CLUB,% JOHN HOLDER,228 STATE ST,BATAVIA,NY,14020-1530,0239,04,9,3000,196603,2,00,999000000,5,01,202406,0,0,02,0,06,0,0,0,,8075 BATAVIA NEW YORK
166067771,INTERNATIONAL ASSOCIATION OF LIONS CLUBS,% JOSEPH WILD,PO BOX 55,CALEDONIA,NY,14423-0055,0239,04,9,3000,196603,2,00,999000000,5,01,202406,0,0,02,0,06,0,0,0,,8079 CALENDONIA MUMFORD NEW YORK
166067777,INTERNATIONAL ASSOCIATION OF LIONS CLUBS,% PHILIP YOUNGMAN,26 APPLEWOOD RD,CHEEKTOWAGA,NY,14225-1363,0239,04,9,3000,196603,2,00,999000000,5,01,202406,0,0,02,0,06,0,0,0,,8023 CHEEKTOWAGA NEW YORK
166067779,INTERNATIONAL ASSOCIATION OF LIONS CLUBS,% DEBBY LANDERS,PO BOX 364,CHURCHVILLE,NY,14428-0364,0239,04,9,3000,196603,2,00,999000000,5,01,202406,3,3,02,0,06,55026,32621,24088,,8082 CHURCHVILLE NEW YORK
166067781,INTERNATIONAL ASSOCIATION OF LIONS CLUBS,% JAMES BENNETT,PO BOX 122,CLARENCE,NY,14031-0122,0239,04,9,3000,196603,2,00,999000000,5,01,202406,0,0,02,0,06,0,0,0,,8024 CLARENCE NEW YORK
166067789,INTERNATIONAL ASSOCIATION OF LIONS CLUBS,% BARRY HAYWOOD,9714 HIGHLAND AVE,DANSVILLE,NY,14437-1746,0239,04,9,3000,196603,2,00,999000000,5,01,202406,0,0,02,0,06,0,0,0,,8083 DANSVILLE NEW YORK
166067793,INTERNATIONAL ASSOCIATION OF LIONS CLUBS,% RONALD LA BRAKE,PO BOX 203,EAST AURORA,NY,14052-0203,0239,04,9,3000,194012,2,00,911520000,5,01,202406,0,0,02,0,06,0,0,0,Y40,8028 EAST AURORA
166067798,INTERNATIONAL ASSOCIATION OF LIONS CLUBS,% ELLA PERYEA,712 SOUTHPORT ST,ELMIRA,NY,14904-2136,0239,04,9,3000,196603,2,00,999000000,5,01,202406,0,0,02,0,06,0,0,0,,8204 ENDICOTT NEW YORK
166067800,LIONS CLUB OF EVANS TOWNSHIP,% WM T DUZEN,93 LAKE ST,ANGOLA,NY,14006-1209,0000,04,3,1000,201512,2,00,911520000,5,01,202406,0,0,02,0,06,0,0,0,,
166067805,INTERNATIONAL ASSOCIATION OF LIONS CLUBS,% MICHELLE STANARD,PO BOX 727,FULTON,NY,13069-0727,0239,04,9,3000,196912,0,00,279319000,0,01,202412,3,3,01,0,12,82410,91931,50024,,8207 FULTON NEW YORK
166067806,INTERNATIONAL ASSOCIATION OF LIONS CLUBS,% DEBRA HILL,PO BOX 81,GASPORT,NY,14067-0081,0239,04,9,3000,196603,2,00,999000000,5,01,202406,0,0,02,0,06,0,0,0,,8033 GASPORT NEW YORK
166067809,INTERNATIONAL ASSOCIATIONS OF LIONS CLUBS,% SANDRA GAYLORD,PO BOX 1,GOWANDA,NY,14070-0001,0239,04,9,3000,196603,2,00,999000000,5,01,202406,0,0,02,0,06,0,0,0,,8035 GOWANDA NEW YORK
166067823,INTERNATIONAL ASSOCIATION OF LIONS CLUBS,% KELLY CLARK,PO BOX 151,LOWVILLE,NY,13367-0151,0239,04,9,3000,194012,2,00,911520000,5,01,202506,0,0,02,0,06,0,0,0,S80,8166 LOWVILLE NEW YORK
166067825,INTERNATIONAL ASSOCIATION OF LIONS CLUBS,% ROBERT JONES,4438 LYONS FALLS RD,LYONS FALLS,NY,13368-2113,0239,04,9,3000,196603,2,00,999000000,5,01,202406,0,0,02,0,06,0,0,0,,8167 SOUTH LEWIS L C NEW YORK
166067827,INTERNATIONAL ASSOCIATION OF LIONS CLUBS,% RICHARD CROSS,PO BOX 241,MARATHON,NY,13803-0241,0239,04,9,3000,196603,2,00,999000000,5,01,202406,0,0,02,0,06,0,0,0,,8216 MARATHON NEW YORK
166067828,INTERNATIONAL ASSOCIATION OF LIONS CLUBS,% ANN AKIN,5 VISTA DR,MAYVILLE,NY,14757-9782,0239,04,9,3000,196603,2,00,999000000,5,01,202412,0,0,02,0,12,0,0,0,,8044 MAYVILLE CHAUTAUQUA NEW YORK
166067839,INTERNATIONAL ASSOCIATION OF LIONS CLUBS,% JOHN HEWES,PO BOX 59,NORTH ROSE,NY,14516-0059,0239,04,9,3000,196603,2,00,999000000,5,01,202406,0,0,02,0,06,0,0,0,,14516 NORTH ROSE NEW YORK
166067847,INTERNATIONAL ASSOCIATION OF LIONS CLUBS,% SYDNEY DIPERRO,81 CREAMERY RD,OSWEGO,NY,13126-6159,0239,04,9,3000,196603,2,00,999000000,5,01,202406,0,0,02,0,06,0,0,0,,8231 OSWEGO NEW YORK
166067848,INTERNATIONAL ASSOCIATION OF LIONS CLUBS,% DEB BUSH,PO BOX C,OVID,NY,14521-0903,0239,04,9,3000,196603,2,00,999000000,5,01,202406,0,0,02,0,06,0,0,0,,8131 OVID WILLARD NEW YORK
166067852,INTERNATIONAL ASSOCIATION OF LIONS CLUBS,% BRENDA NUDD,PO BOX 245,PHELPS,NY,14532-0245,0239,04,9,3000,196603,2,00,999000000,5,01,202412,0,0,02,0,12,0,0,0,,8135 PHELPS NEW YORK
166067856,INTERNATIONAL ASSOCIATION OF LIONS CLUBS,% ANN CHRISTMAS,PO BOX 101,POMPEY,NY,13138-0101,0239,04,9,3000,196603,2,00,999000000,5,01,202312,0,0,02,0,12,0,0,0,,8235 POMPEY NEW YORK
166067861,INTERNATIONAL ASSOCIATION OF LIONS CLUBS,% JOHN WOLF,43 SUNSET TRL,FAIRPORT,NY,14450-1937,0239,04,9,3000,196603,2,00,999000000,5,01,202406,0,0,02,0,06,0,0,0,,8099 ROCHESTER DOWNTOWN HOST NY
166067862,INTERNATIONAL ASSOCIATION OF LIONS CLUBS,% ANTHONY CIOTTI,PO BOX 765,ROME,NY,13442-0765,0239,04,9,3000,196912,2,00,279319000,5,01,202406,0,0,02,0,06,0,0,0,,8239 ROME NEW YORK
166067866,INTERNATIONAL ASSOCIATION OF LIONS CLUBS,% RICHARD CONSTANTINO,506 2ND ST,SOLVAY,NY,13209-2142,0239,04,9,3000,194012,2,00,999000000,5,01,202406,0,0,02,0,06,0,0,0,,8242 SOLVAY-GEDDES-CAMILLUS NY
166067867,INTERNATIONAL ASSOCIATION OF LIONS CLUBS,% ELIZABETH WALKER,66 E CHURCH ST,ADAMS,NY,13605-1103,0239,04,9,3000,196603,2,00,999000000,5,01,202412,0,0,02,0,12,0,0,0,,8179 SOUTH JEFFERSON NEW YORK
166067868,INTERNATIONAL ASSOCIATION OF LIONS CLUBS,% TIMOTHY MC GUAN,6532 WILLS HOLW,LOCKPORT,NY,14094-6660,0239,04,9,3000,196603,2,00,999000000,5,01,202406,0,0,02,0,06,0,0,0,,8060 SPRINGVILLE NEW YORK
166067869,INTERNATIONAL ASSOCIATION OF LIONS CLUBS,% JOHN DRISCOLL,248 COUNTY ROUTE 26,WEST MONROE,NY,13167-3131,0239,04,9,3000,196603,2,00,999000000,5,01,202406,0,0,02,0,06,0,0,0,,8244 SYRACUSE EASTWOOD NEW YORK
166067887,INTERNATIONAL ASSOCIATION OF LIONS CLUBS,% JOHN ROLFE,337 RIVERVIEW DR,YOUNGSTOWN,NY,14174-1355,0239,04,9,3000,196603,2,00,999000000,5,01,202406,0,0,02,0,06,0,0,0,,8067 YOUNGSTOWN NEW YORK
166068084,BIG MOOSE COMMUNITY CHAPEL,,PO BOX 209,EAGLE BAY,NY,13331-0209,0000,03,3,7000,196303,1,10,000000000,1,01,,0,0,06,0,12,,,,,
166068106,LEAGUE OF WOMEN VOTERS OF NEW YORK INC,% ANN COYNE,PO BOX 3861,ITHACA,NY,14852-3861,2031,04,9,1000,196908,2,00,059000000,5,01,202503,0,0,02,0,03,0,0,0,,LEAGUE OF TOMPKINS COUNTY
166068239,FLYING KNIGHTS OF HAMBURG NY INC,,6052 MCKINLEY PKWY,HAMBURG,NY,14075-5419,0000,07,3,1000,196911,2,00,318319000,1,01,202503,0,0,02,0,03,0,0,0,,
166068379,19TH WARD COMMUNITY ASSOCIATION OF ROCHESTER NEW YORK INC,,216 THURSTON RD,ROCHESTER,NY,14619-1528,0000,03,3,1000,196801,1,15,349000000,1,01,202212,4,4,01,0,12,228321,111243,103918,S22Z,
166068412,SENECA COUNTY CHILDRENS COMMITTEE INC,% COREEN LOWRY,PO BOX 692,SENECA FALLS,NY,13148-0692,0000,03,3,1000,196612,1,15,402000000,1,01,202503,1,2,02,0,03,9063,16914,16914,,
166068418,CENTRAL NEW YORK COMMUNITY ARTS COUNCIL INC,% THOMAS VANHATTEN,261 GENESEE ST,UTICA,NY,13501-3400,0000,03,3,1200,196609,1,16,119059000,1,01,202312,6,6,01,0,12,3131587,1339035,1339035,A82Z,
166068442,COMMUNITY CHURCH,,46378 STATE HIGHWAY 10,DELHI,NY,13753-3374,0000,03,3,7000,197203,1,10,001000000,1,01,,0,0,06,0,03,,,,,
166068455,ZONTA INTERNATIONAL,% RITA LOPERFIDO,144 GENESEE ST 102-270,AUBURN,NY,13021-3503,1219,04,9,1000,196604,2,00,999000000,5,01,202405,0,0,02,0,05,0,0,0,,AUBURN
166068473,ZONTA INTERNATIONAL,% DIANNE DIMEO,8281,UTICA,NY,13505-0000,1219,04,9,1300,195305,2,00,999000000,5,01,202405,0,0,02,0,05,0,0,0,,UTICA
166068474,SYRACUSE ZONTA FOUNDATION INC,,121 BURNET PARK DR,SYRACUSE,NY,13204-2509,0000,03,3,1000,196609,1,15,602040575,1,01,202405,0,0,02,0,05,0,0,0,,
166068485,RUSH CORPORATION,% MARK M GREISBERGER,1150 BUFFALO RD,ROCHESTER,NY,14624-1823,0000,03,3,1230,196606,1,15,400399402,1,01,202412,5,2,02,0,12,594282,18656,18656,,
166068524,ASSEMBLY OF GOD,,2 HALEY AVE,GENESEO,NY,14454-9502,1678,03,9,7000,196408,1,10,001002029,5,01,,0,0,06,0,12,,,,,
166068776,BROTHERHOOD OF MAINTENANCE OF WAY EMPLOYEES,% ANTHONY SESSA PRESIDENT,9173 MEYERS RD,NUNDA,NY,14517-9517,0438,05,9,3000,196607,2,00,263000000,5,01,202503,0,0,02,0,03,0,0,0,,0704 BMWED
166068782,BROTHERHOOD OF MAINTENANCE OF WAY EMPLOYEES,% SHELDON SWAIN,8430 GREEN RD,DANSVILLE,NY,14437-9140,0438,05,9,3000,196607,2,00,263000000,5,01,202503,0,0,02,0,03,0,0,0,,0887 BMWED
166068855,VETERANS OF FOREIGN WARS OF THE UNITED STATES DEPT OF NEW YORK,,140 VFW DR,ALBANY,NY,12205-5552,2349,19,9,1000,197210,0,00,907908000,5,01,202412,0,0,02,0,12,0,0,0,,JAMES J HAAS
166069004,WAYNE COUNTY ACTION PROGRAM INC,,51 BROAD ST,LYONS,NY,14489-1122,0000,03,3,1000,196701,1,15,059399328,1,01,202312,6,8,01,0,12,4413847,15015819,15015819,P200,
166069085,ALMOND HISTORICAL SOCIETY,% LEE RYAN,PO BOX 209,ALMOND,NY,14804-0209,0000,03,3,2300,196607,1,16,062059119,1,01,202412,0,0,02,0,12,0,0,0,,
166069088,ALPHA PHI OMEGA,% CORNELL UNIVERSITY,26 WILLARD STRAIGHT HALL,ITHACA,NY,14853-8201,1113,03,9,1000,196606,1,16,036000000,5,01,202412,0,0,02,0,12,0,0,0,,GAMMA CHAPTER
166069089,ALPHA PHI OMEGA,% SYRACUSE UNIVERSITY,820 COMSTOCK AVE,SYRACUSE,NY,13244-2810,1113,03,9,1000,196606,1,16,036000000,5,01,202412,0,0,02,0,12,0,0,0,,PHI CHAPTER
166069091,ALPHA PHI OMEGA,% ROCHESTER INSTITUTE OF TECHNOLOGY,127 LOMB MEMORIAL DR CLUB CENTER,ROCHESTER,NY,14623-0000,1113,03,9,1000,196606,1,16,036000000,5,01,202212,0,0,02,0,12,0,0,0,,XI ZETA CHAPTER
166069099,AMERICAN ACADEMY OF FAMILY PHYSICIANS,% NYS ACADEMY OF FAMILY PHYSICIANS,99 WASHINGTON AVE STE 402,ALBANY,NY,12210-2811,1077,06,9,2000,196607,2,00,205000000,5,01,202412,0,0,02,0,12,0,0,0,,ERIE COUNTY CHAPTER
166069103,AMERICAN ACADEMY OF FAMILY PHYSICIANS,% NYS ACADEMY OF FAMILY PHYSICIANS,99 WASHINGTON AVE STE 402,ALBANY,NY,12210-2811,1077,06,9,2000,196607,2,00,205000000,5,01,202412,0,0,02,0,12,0,0,0,,ONEIDA COUNTY CHAPTER
166069104,AMERICAN ACADEMY OF FAMILY PHYSICIANS,% NYS ACADEMY OF FAMILY PHYSICIANS,99 WASHINGTON AVE STE 402,ALBANY,NY,12210-2811,1077,06,9,2000,196607,2,00,205000000,5,01,202412,0,0,02,0,12,0,0,0,,ONONDAGA COUNTY CHAPTER
166069105,AMERICAN ACADEMY OF FAMILY PHYSICIANS,% NYS ACADEMY OF FAMILY PHYSICIANS,99 WASHINGTON AVE STE 402,ALBANY,NY,12210-2811,1077,06,9,2000,196607,2,00,205000000,5,01,202412,0,0,02,0,12,0,0,0,,ONTARIO CO CHAPTER OF NY
166069106,AMERICAN ACADEMY OF FAMILY PHYSICIANS,% NYS ACADEMY OF FAMILY PHYSICIANS,99 WASHINGTON AVE STE 402,ALBANY,NY,12210-2811,1077,06,9,2000,196607,2,00,205000000,5,01,202505,0,0,02,0,05,0,0,0,,ROCHESTER COUNTY CHAPTER
166069107,AMERICAN ACADEMY OF FAMILY PHYSICIANS,% NYS ACADEMY OF FAMILY PHYSICIANS,99 WASHINGTON AVE STE 402,ALBANY,NY,12210-2811,1077,06,9,2000,196607,2,00,205000000,5,01,202312,0,0,02,0,12,0,0,0,,ROCHESTER REG COUNTY CHAPTER
166069109,AMERICAN ACADEMY OF FAMILY PHYSICIANS,% NYS ACADEMY OF FAMILY PHYSICIANS,99 WASHINGTON AVE STE 402,ALBANY,NY,12210-2811,1077,06,9,2000,196607,2,00,205000000,5,01,202412,0,0,02,0,12,0,0,0,,TOMPKINS COUNTY CHAPTER
166069110,AMERICAN ACADEMY OF FAMILY PHYSICIANS,% NYS ACADEMY OF FAMILY PHYSICIANS,99 WASHINGTON AVE STE 402,ALBANY,NY,12210-2811,1077,06,9,2000,196607,2,00,205000000,5,01,202412,0,0,02,0,12,0,0,0,,WAYNE COUNTY CHAPTER OF NYA
166069127,INTER-FAITH CENTER OF GENESEO INC,,PO BOX 292,GENESEO,NY,14454-0292,0000,03,3,1270,196608,1,10,328001000,1,01,,0,0,06,0,12,,,,,
166069131,ROCHESTER MENTAL HEALTH CENTER,% TAMMY CLAFLIN,100 KINGS HIGHWAY SOUTH,ROCHESTER,NY,14617-5504,0000,03,3,1000,196607,1,15,154179000,1,01,202312,6,7,01,0,12,1210785,7586876,7579059,F32Z,
166069164,VETERANS OF FOREIGN WARS OF THE U S DEPT OF NY LAKE CHAUTAUQUA MEM,,PO BOX 72,MAYVILLE,NY,14757-0072,2349,19,9,1000,197210,1,00,907908000,5,01,202312,4,5,01,0,12,227679,611238,247804,,8647 VFW-NY
166069230,CHURCH OF THE HEAVENLY MANNA,,PO BOX 86,ARCADE,NY,14009-0086,0000,03,3,7000,000000,1,10,001000000,1,01,,0,0,06,0,09,,,,,
166069240,ROCHESTER FOLK ART GUILD INC,,1445 UPPER HILL RD,MIDDLESEX,NY,14507-9713,0000,03,3,2000,196608,1,16,119399328,1,01,202312,6,5,01,0,12,1430444,824687,427098,A200,
166069651,PUBLIC RELATIONS SOCIETY OF AMERICA INC,% CRYSTAL SMITH,PO BOX 11606,SYRACUSE,NY,13218-1606,1255,06,9,2000,196504,2,00,200000000,5,01,202412,0,0,02,0,12,0,0,0,,CENTRAL NEW YORK CHAPTER
166069652,PUBLIC RELATIONS SOCIETY OF AMERICA INC,% BRENDA SCHWAMBORN,PO BOX 1114,BUFFALO,NY,14225-8114,1255,06,9,2000,196504,2,00,200000000,5,01,202412,0,0,02,0,12,0,0,0,,BUFFALO-NIAGARA CHAPTER
166069653,ALLIANCE WITH THE BROOME COUNTY MEDICAL SOCIETY INC,,122 W MAIN ST,ENDICOTT,NY,13760-4772,0000,03,3,1000,197705,1,15,151179000,1,01,202412,3,1,02,0,12,86224,2992,2992,E70I,
166069657,LEE-WHEDON MEMORIAL LIBRARY,,620 WEST AVE,MEDINA,NY,14103-1532,0000,03,3,2300,196609,1,14,061000000,1,01,202406,5,5,01,0,06,643325,652233,652233,B71Z,
166069692,ROTARY INTERNATIONAL,% TIM KING,PO BOX 4,ONTARIO,NY,14519-0004,0573,04,9,1000,196609,2,00,520349200,5,01,202406,0,0,02,0,06,0,0,0,,ONTARIO WALWORTH ROTARY CLUB
166069775,BUFFALO CHAMBER MUSIC FOUNDATION,,PO BOX 349,BUFFALO,NY,14207-0349,0000,03,3,1000,194307,1,15,119000000,1,01,202406,5,4,01,0,06,757267,150799,134483,A68Z,
166069942,HUMANE ASSOC OF CENTRAL NY INC,,4915 W TAFT RD,LIVERPOOL,NY,13088-4811,0000,03,3,4000,196707,1,16,059000000,1,01,202312,6,5,01,0,12,2551854,879519,879519,D200,
166069977,ROCHESTER PRESS-RADIO CHARITY FUND INC,% ROBERT H ROBBINS,PO BOX 18514,ROCHESTER,NY,14618-0514,0000,03,3,1270,196701,1,16,059602328,1,01,202312,0,0,02,0,12,0,0,0,T700,
166069998,DELTA KAPPA GAMMA SOCIETY INTERNATIONAL,% SUZANNE PATRICK,11189 CHY 23,UNADILLA,NY,13849-0000,1741,06,9,1000,196711,2,00,059205000,5,01,202406,5,3,01,0,06,761264,54363,54363,,NEW YORK STATE ORGANIZATION DELTA K
166070540,FINISHING TRADES INSTITUTE OF WESTERN AND CENTRAL NEW YORK,,585 AERO DRIVE,CHEEKTOWAGA,NY,14225-1442,0000,03,3,2000,197303,1,11,200000000,1,01,202405,6,6,01,0,05,1555034,1523249,1440837,B30,APPRENTICESHIP FUND
166070541,PAINTERS DISTRICT COUNCIL NO 4 S U B FUND,,585 AERO DRIVE,CHEEKTOWAGA,NY,14225-1442,0000,09,3,1000,199202,2,00,265000000,2,01,202405,8,8,01,0,05,36538402,19302261,16884889,,
166070620,AIR FORCE ASSOCIATION,% ROBERT T WARD,3 CAMPBELL MDWS,GETZVILLE,NY,14068-1063,5392,03,9,1000,200909,1,16,908319000,5,01,202412,0,0,02,0,12,0,0,0,B034,NEW YORK STATE AFA
166070622,AMERICAN FEDERATION OF LABOR & CONGRESS OF INDUSTRIAL ORGS,% BILL ANDRE,615 W GENESEE ST,SYRACUSE,NY,13204-2303,1338,05,9,3000,196604,2,00,263000000,5,01,202412,0,0,02,0,12,0,0,0,,CAYUGA COUNTY LABOR COUNCIL
166070630,AMERICAN FEDERATION OF LABOR & CONGRESS OF INDUSTRIAL ORGS,% JAMES BRIGGS,2421 MAIN ST STE 120,BUFFALO,NY,14214-2393,1338,05,9,3000,196604,2,00,263000000,5,01,202412,0,0,02,0,12,0,0,0,,NIAGARA-ORLEANS LABOR COUNCIL
166070658,INTERNATIONAL ASSOCIATION OF FIRE FIGHTERS,% PAUL C MATWIJEC,PO BOX 4646,ROME,NY,13442-4646,0160,05,9,3000,196609,2,00,263000000,5,01,202112,4,3,02,0,12,153811,46648,46648,,L0694 ROME
166070660,INTERNATIONAL ASSOCIATION OF FIRE FIGHTERS,% ERIC KELLY,PO BOX 583,AUBURN,NY,13021-0583,0160,05,9,3000,195903,2,00,263000000,5,01,202412,4,3,01,0,12,149336,64239,64239,J40,L1446 AUBURN
166070666,INTERNATIONAL ASSOCIATION OF FIRE FIGHTERS,% NICHOLAS TARCHA,PO BOX 171,JOHNSON CITY,NY,13790-0171,0160,05,9,3000,195903,2,00,263264279,5,01,202412,0,0,02,0,12,0,0,0,,L0921 JOHNSON CITY
166070732,DELTA KAPPA GAMMA SOCIETY INTERNATIONAL,% KATE DONALESKI,241 MAIN ST,WHITESBORO,NY,13492-1118,1741,06,9,2000,196506,2,00,205000000,5,01,202406,0,0,02,0,06,0,0,0,,NY NU CHAPTER
166070757,ALPHA PHI INC DELTA CHAPTER,% SMC,411 THURSTON AVE,ITHACA,NY,14850-2431,0000,07,3,1000,194605,2,00,399000000,1,01,202406,6,5,01,0,06,1487975,610565,610565,,
166070759,SIGMA CHI OF CORNELL ALUMNI ASSOCIATION,% SCIARABBA WALKER,CO SCIARABBA WALKER 410 E UPLAND,ITHACA,NY,14850-0000,0000,07,3,1000,196309,2,00,036318000,5,01,202406,6,4,01,0,06,2492291,363158,363158,,
166070823,DELTA KAPPA GAMMA SOCIETY INTERNATIONAL,% BONITA L HOGAN,107 MOSHER DR,TONAWANDA,NY,14150-5248,1741,06,9,2000,196506,2,00,205000000,5,01,202406,0,0,02,0,06,0,0,0,,NY ALPHA LAMBDA CHAPTER
166071002,TRUST U/W OF ALICE W C KOON FBO SCHOLASTIC FUND NECT MARINE MIDLAN,% NBT BANK NA,C/O NBT BANK NA 52 S BROAD ST,NORWICH,NY,13815-0000,0000,92,3,1000,197012,0,00,909000000,6,12,202312,6,4,00,1,12,1143783,167648,,,
166071031,MOHAWK VALLEY COMMUNITY COLLEGE FOUNDATION INC,,1101 SHERMAN DR,UTICA,NY,13501-5308,0000,03,3,2000,196701,1,15,034000000,1,01,202408,8,7,01,0,08,11076672,5815167,2311594,,
