EIN,NAME,ICO,STREET,CITY,STATE,ZIP,GROUP,SUBSECTION,AFFILIATION,CLASSIFICATION,RULING,DEDUCTIBILITY,FOUNDATION,ACTIVITY,ORGANIZATION,STATUS,TAX_PERIOD,ASSET_CD,INCOME_CD,FILING_REQ_CD,PF_FILING_REQ_CD,ACCT_PD,ASSET_AMT,INCOME_AMT,REVENUE_AMT,NTEE_CD,SORT_NAME
137267366,LEE AND MARVIN TRAUB CHARITABLE FUND TR,% LEE & ANDREW TRAUB,524 EAST 72ND STREET,NEW YORK,NY,10021-9801,0000,03,3,1000,200203,1,04,000000000,2,01,202311,4,4,00,1,11,125815,122477,,T22,TRAUB LEE & MARVIN TTEE
137268307,SCHLOSSTEIN-HARTLEY FAM FOUNDATION TR,% FOUNDATION,PO BOX 471,SARATOGA SPGS,NY,12866-0471,0000,03,3,1000,200112,1,04,000000000,2,01,202309,6,6,00,1,09,3619174,3806043,,T20,SCHLOSSTEIN RALPH L ET AL TTEE
137270721,MARINA KELLEN FRENCH TR FOUNDATION,% JOEL E SAMMET & CO LLP,33 EAST 70TH STREET 6E,NEW YORK,NY,10021-4985,0000,03,3,1000,200201,1,04,000000000,2,01,202312,8,5,00,1,12,37443512,672403,,T22,FRENCH MARINA KELLEN TTEE
137270723,ISAAC BERT AND MARLENE DWECK FOUNDATION,% ISACC BERT DWECK,2007 E 5TH ST,BROOKLYN,NY,11223-3054,0000,03,3,1000,200207,1,04,000000000,2,01,202412,1,1,00,1,12,267,875,,T22,DWECK ISAAC GERT ET AL TTEE
137270729,ALEXANDER W CASDIN FOUNDATION,% ALEXANDER CASDIN,131 EAST 66TH STREET SUITE 10-D,NEW YORK,NY,10065-6147,0000,03,3,1000,200208,1,04,000000000,2,01,202412,1,1,00,1,12,80,6314,,T20,CASDIN ALEXANDER W TTEE
137273247,JEFFREY AND JAMIE HARRIS FAMILY FOUNDATION TRUST,% JEFFREY HARRIS,400 W 12TH ST APT 9C,NEW YORK,NY,10014-1861,0000,03,3,1000,200104,1,04,000000000,2,01,202411,8,8,00,1,11,23087586,13416884,,T20,HARRIS JEFFREY & HARRIS JAMIE TTEE
137275387,JEANNETTE BARRON CHARITABLE TR,,10 NEW KING ST STE 209,WHITE PLAINS,NY,10604-1211,0000,03,3,1000,200104,1,04,000000000,2,01,202402,4,4,00,1,02,284740,403642,,T20,BENEROFE FROMA TTEE
137284202,JACK & VIVIAN HANSON FOUNDATION,% FIDUCIARY TR CO INTL,280 PARK AVENUE 7TH FLOOR,NEW YORK,NY,10017-1275,0000,03,3,1000,200204,1,04,000000000,2,01,202406,6,6,00,1,06,4821557,1350213,,T22,
137284293,STEFFENS 21ST CENTURY FOUNDATION II,% SPRING MOUNTAIN CAPITAL,650 MADISON AVENUE - 20TH FL,NEW YORK,NY,10022-1029,0000,03,3,1000,200210,1,04,000000000,2,01,202312,5,5,00,1,12,984472,686089,,T90,STEFFANS JOHN L TTEE
137284296,MAIZIE HOLTON FOUNDATION FOR LUNG CANCER RESEARCH,% LUCY GORDON,9 E 79TH ST FL 12 # 12A,NEW YORK,NY,10075-0183,0000,03,3,1000,200110,1,04,000000000,2,01,202406,1,1,00,1,06,1269,1683,,T21,
137290330,KEREN ATERES YITZCHOK,% EIENBERG,PO BOX 2012,MONROE,NY,10949-8512,0000,03,3,1000,200210,1,04,000000000,1,01,202504,3,2,00,1,04,62890,22000,,T22,
137294014,FREDERICK AND NANCY DEMATTEIS 2001 CHARITABLE TR,% THE DEMATTEIS ORGANIZATIONS,1230 RXR PLAZA WEST TOWER 12TH FL,UNIONDALE,NY,11556-1230,0000,03,3,1000,200111,1,04,000000000,2,01,202412,8,6,00,1,12,10797289,4584195,,T21,DEMATTEIS NANCY ETAL TTEE
137297946,GRANDVIEW-STEERS FOUNDATION,% ROBERT STEERS,14 HILLTOP PL,RYE,NY,10580-1806,0000,03,3,1000,200108,1,04,000000000,2,01,202312,8,6,00,1,12,11691377,3072850,,,STEERS ROBERT H TTEE
137298842,BERNARD AND ANNE SPITZER CHARITABLE TR,,555 MADISON AVE 18TH FLOOR,NEW YORK,NY,10022-3387,0000,03,3,1000,200108,1,04,000000000,2,01,202312,9,9,00,1,12,403894894,81844451,,T22,ELIOT L SPITZER
137304580,AU FAMILY FOUNDATION TR,% MICHAEL AU TRUSTEE,172 E 64TH ST,NEW YORK,NY,10065-0060,0000,03,3,1000,200203,1,04,000000000,2,01,202410,5,4,00,1,10,527839,120961,,T22,AU MICHAEL TTEE
137305106,THE PETRILLO FAMILY FOUNDATION TRUST,,3 CAROL LN,MAMARONECK,NY,10543-1031,0000,03,3,1000,200111,1,04,000000000,2,01,202412,4,5,00,1,12,272541,718836,,T90,PETRILLO FELIX M TTEE
137305663,FEDORIW FAM FOUNDATION TR,% GEORGE FEDORIW,8564 111TH ST,RICHMOND HILL,NY,11418-1637,0000,03,3,1000,200205,1,04,000000000,1,01,202412,5,4,00,1,12,777284,111083,,T202,
137305782,POLICYHOLDERS TR 2001,% JILL CORBIN,800 THIRD AVENUE 18TH FL,NEW YORK,NY,10022-7764,0000,03,3,1000,200302,1,17,000000000,1,01,202312,2,2,02,0,12,10832,10000,10000,E19,FISHER GORDON D TTEE
137305784,PPIC TRUST,% JILL A COBRIN,800 THIRD AVE 18TH FL,NEW YORK,NY,10022-7764,0000,03,3,1000,200207,1,17,000000000,1,01,202312,1,0,02,0,12,8944,0,0,E19,FISHER GORDON D TTEE
137306941,GELSOMINA CHARITABLE FOUNDATION,% TINA-MARIA BIRCH,1010 FIFTH AVENUE 2C,NEW YORK,NY,10028-0130,0000,03,3,1000,200201,1,04,000000000,2,01,202412,4,1,00,1,12,118319,2077,,T22,
137308006,THE SAILING FOUNDATION OF NEW YORK INC,% LARS FORSBERG,PO BOX 124,RYE,NY,10580-0124,0000,03,3,1000,200311,1,15,000000000,1,01,202312,6,6,01,0,12,1057532,1448333,1384074,N70,
137308465,WELLES REMY CROWTHER CHARITABLE TR,,106 BIRCHWOOD AVE,UPPER NYACK,NY,10960-1202,0000,03,3,2000,200403,1,15,000000000,2,01,202412,4,4,01,0,12,296760,133767,125288,B82,CROWTHER JEFFERSON H TTEE
137308483,PINE TREE FOUNDATION OF NEW YORK TR,% JANET L MULLIGAN,61 BROADWAY RM 1601,NEW YORK,NY,10006-2756,0000,03,3,1000,200209,1,04,000000000,1,01,202412,8,6,00,1,12,11340384,2622579,,T22,GLIEDMAN KENNETH TTEE
137310547,LOUISE CHAZEN BANON FAM CHARITABLE TR,% GRAF REPETTI & CO,CO COHNREZNICK LLP 1301 6TH AVENU,NEW YORK,NY,10019-0000,0000,03,3,1000,200203,1,04,000000000,2,01,202312,6,4,00,1,12,1097868,343826,,T22,CHAZEN JEROME A TTEE
137311943,HARDINGER-NORTON CHARITABLE FOUNDATION TR,% RUTH HARDINGER,20 N MOORE ST APT 1E,NEW YORK,NY,10013-2435,0000,03,3,1000,200204,1,04,000000000,2,01,202312,1,1,00,1,12,436,1,,T22,HARGINGER RUTH ET AL TTEE
137312874,BRACH FAM CHARITABLE TR,% PETER J BULLIS,101 BRACKEN RD,MONTGOMERY,NY,12549-2601,0000,03,3,1000,200403,1,04,000000000,2,01,202408,4,3,00,1,08,108400,75238,,T22,BRACH HARRISON EDT AL TTEE
137312885,HETZEL FAM FOUNDATION TR IN MEMORY OF THOMAS HETZEL,,178 KILBURN RD S,GARDEN CITY,NY,11530-5629,0000,03,3,1000,202307,1,04,000000000,1,01,202312,4,4,00,1,12,147766,148266,,T22,HETZEL EGON TTEE
137313091,JILL & MARK RACHESKY CHARITABLE FOUNDATION,% JILL AND MARK RACHESKY,1345 AVENUE OF THE AMERICAS FL 42,NEW YORK,NY,10105-3101,0000,03,3,1000,200203,1,04,000000000,2,01,202312,7,4,00,1,12,8888885,428089,,T22,RACHESKY MARK TTEE
137314630,HANDLER FAM FOUNDATION TR,% MARTHA HANDLER,25 WOODWAY RD,SOUTH SALEM,NY,10590-1612,0000,03,3,1000,200305,1,04,000000000,2,01,202311,1,1,00,1,11,445,4649,,T22,HANDLER RICHARD ET AL TTEE
137314796,EDWARD A AND MARTHA GARBA CHARITABLE TR,% ARCHDIOCESE OF NEW YORK,1011 FIRST AVE OFC OF LEGAL AFFAIRS,NEW YORK,NY,10022-4106,0000,03,3,7000,200207,1,17,000000000,1,01,,0,0,13,0,12,,,,X112,EGAN EDWARD CARDINAL TTEE
137317069,ELAINE DANNHEISSER FOUNDATION,% SCHULTE ROTH & ZABEL LLP,SCHULTE ROTH ZABEL 919 THIRD AVE,NEW YORK,NY,10022-0000,0000,03,3,1000,200204,1,04,000000000,2,01,202312,6,5,00,1,12,2242393,673948,,T90,ZABEL WILLIAM D ET AL TTEE
137320469,HENRY A KISSINGER FOUNDATION,% CRAVATH SWAINE & MOORE,595 MADISON AVENUE 33RD FLOOR,NEW YORK,NY,10022-1645,0000,03,3,1000,200310,1,04,000000000,2,01,202312,1,1,00,1,12,1,1,,T22,KISSINGER HENRY A TTEE
137320505,BUNNY WILLIAMS FOUNDATION,,306 EAST 61ST STREET 5TH FLOOR,NEW YORK,NY,10065-8752,0000,03,3,1000,200205,1,04,000000000,2,01,202412,2,1,00,1,12,16796,567,,T22,
137325028,FISHER LANDAU CENTER FOR ART,% FISHER BROTHERS,299 PARK AVENUE 42ND FLOOR,NEW YORK,NY,10171-0002,0000,03,3,2000,200210,1,03,000000000,2,01,202312,7,4,00,1,12,9910557,334509,,A51,LANDAU EMILY FISHER TTEE
137335693,AMIR AND ROSITA MANOCHERIAN FAMILY FOUNDATION,% MR AMIR MANOCHERIAN,150 EAST 58TH STREET 28TH FLR,NEW YORK,NY,10155-0002,0000,03,3,1000,200302,1,04,000000000,2,01,202412,6,6,00,1,12,1445615,1615674,,T22,MANOCHERIAN AMIR ET AL TTEE
137335710,EDWARD HALL GMELICH MEMORIAL SCHOLARSHIP FUND,% MJSM,PO BOX 331,PLAINVIEW,NY,11803-0331,0000,03,3,1000,201610,1,04,000000000,1,01,202404,7,5,00,1,04,5922080,564364,,B8,
137344517,RURALURBAN COMMUNICATIONS INC,% LORETTA A ROTUNNO,436 EAST 75TH STREET,NEW YORK,NY,10021-3437,0000,03,3,2000,199610,1,15,994088149,1,01,202412,0,0,02,0,12,0,0,0,A60,
137346901,NATHAN R & VIVIAN LORMAN CHARITABLE TR,,CO LIEBOWITZ 2162 HOLLAND WAY,MERRICK,NY,11566-0000,0000,03,3,1000,200402,1,04,000000000,2,01,202312,1,1,00,1,12,10,1,,T22,LORMAN NATHAN R FID
137347303,TERRENCE AND NICOLA MULLEN FOUNDATION,% OCONNOR DAVIES LLP,CO PKFOD 245 PARK AVENUE,NEW YORK,NY,10167-0000,0000,03,3,1000,200303,1,04,000000000,2,01,202312,9,7,00,1,12,57618987,6124171,,T90,ZESIGER JUDITH CAREY ET AL TTEE
137353902,UAW LOCAL 259 SAM@MEYERS SCHOLARSHIP TRUST FUND,,80 JERUSALEM AVE,HICKSVILLE,NY,11801-4904,0000,03,3,2000,200309,1,04,000000000,2,01,202312,3,1,00,1,12,71095,6323,,T20,CLEARY JOSEPH T TTEE
137357433,RICHARD & CHERYL METRICK CHARITABLE TR,,1000 ROYAL CT UNIT 1301,NORTH HILLS,NY,11040-2616,0000,03,3,1000,200405,1,04,000000000,2,01,202412,4,4,00,1,12,261547,108504,,T22,METRICK RICHARD & CHERYL TTEE
137363974,MICHELLE & NORMAN LATTMANN CHARITABLE FOUNDATION,% MICHELLE LATTMAN,CO M LATTMAN 900 5TH AVENUE,NEW YORK,NY,10021-0000,0000,03,3,1000,200305,1,04,000000000,2,01,202312,4,3,00,1,12,274802,74531,,T90,LATTMANN MICHELLE TTEE
137371486,RURAL RECONSTRUCTION ENDOWMENT TRUST,% ALDEN SECRETARIO,1350 AVENUE OF THE AMERICAS FL 2,NEW YORK,NY,10019-4703,0000,03,3,1000,200307,1,17,000000000,2,01,202312,3,2,02,0,12,98779,15508,15508,S112,
137385556,FRIEDMAN FAM CHARITABLE TR AGREEMENT 11052003,% PHILIP FRIEDMAN,15 W 63RD ST APT 36A,NEW YORK,NY,10023-7178,0000,03,3,1000,200401,1,04,000000000,2,01,202410,4,8,00,1,10,345256,15511939,,T20,FRIEDMAN PHILIP ET AL TTEE
137388516,THE WINTERS FAMILY FUND,% BERDON LLP,1085 PARK AVE APT 13C,NEW YORK,NY,10128-1191,0000,03,3,1000,200412,1,04,000000000,2,01,202412,7,6,00,1,12,6493200,3522839,,T22,
137390001,EULE CHARITABLE FOUNDATION TR,% DAN EULE,14 HAMPTON RD,PRT WASHINGTN,NY,11050-3009,0000,03,3,1000,200404,1,04,000000000,2,01,202411,7,5,00,1,11,6711176,654701,,T20,EULE BETH & EULE DANIEL R TTEE
137390002,FRED AND DONNA NIVES FOUNDATION,% WILLIAM D ZABEL SCHULTE ROTH & ZA,CO SCHULTE ROTH ZABEL 919 3RD A,NEW YORK,NY,10022-0000,0000,03,3,1000,200406,1,04,000000000,2,01,202412,8,8,00,1,12,40371286,13967971,,T22,NIVES FRED TTEE
137391437,CHINOOK CHARITABLE TR,% BCRS ASSOCIATES LLC,CO BAOBOB 119 W19TH STREET 8-FLR,NEW YORK,NY,10011-0000,0000,03,3,1000,200604,1,04,000000000,2,01,202311,6,5,00,1,11,1927447,514473,,T20,EDENS WESLEY R TTEE
137394495,JONATHAN GRAYER CHARITABLE TR,% WITHUMSMITHBROWN PC,1411 BROADWAY 9TH FLOOR,NEW YORK,NY,10018-3496,0000,03,3,1000,200408,1,04,000000000,2,01,202311,9,8,00,1,11,51901929,13576083,,T20,GRAYER JONATHAN ET AL TTEE
137425331,KING STREET CHARITABLE TR,% MICHAEL P WENGROFSKY C/O KS,299 PARK AVENUE 40TH FL,NEW YORK,NY,10171-0002,0000,03,3,1000,200501,1,04,000000000,1,01,202312,3,3,00,1,12,68164,25000,,T22,HIGGINS BRIAN J ET AL TTEE
137430858,CHARLES COHN LIBRARY OF THE NORTH SYNAGOGUE CHAR TR UW SEYMOUR COHN,% FIDUCIARY TR CO,C/O FTCI ONE MADISON AVE STE 2000,NEW YORK,NY,10010-0000,0000,03,3,1000,200606,1,04,000000000,2,01,202412,3,3,00,1,12,85081,35726,,T22,
137430894,ALFRED Z SOLOMON TEST TR,% HARRY D SNYDER,PO BOX 108,SARATOGA SPGS,NY,12866-0108,0000,03,3,1000,200507,1,04,000000000,2,01,202312,7,5,00,1,12,5182196,818090,,T22,SNYDER HARRY D TTEE
137436475,GUILLARO FAM CHARITABLE FOUNDATION TR AGREEMENT 03182004,% PAUL F GUILLARO,CO P GUILLARO 15 MARLING AVE,PLEASANTVILLE,NY,10570-0000,0000,03,3,1000,200412,1,04,000000000,2,01,202312,1,4,00,1,12,3114,100678,,T20,GUILLARO PAUL F ET AL TTEE
137437179,SWIECA FAMILY FOUNDATION,,950 3RD AVE 23RD FLOOR,NEW YORK,NY,10022-2876,0000,03,3,1200,200705,1,04,000000000,2,01,202312,9,7,00,1,12,66351435,9135248,,T20,SWIECA HENRY & SWIECA ESTHER
137437716,WEINGARTEN FAM FOUNDATION TR,% MARC WEINGARTEN,25 EAST 86TH ST 10C,NEW YORK,NY,10028-0553,0000,03,3,1200,200510,1,04,000000000,2,01,202412,4,3,00,1,12,308093,62441,,T22,WEINGARTEN MARC ETAL TTEE
137437754,ONYX & BREEZY FOUNDATION TR,% THE BREEZES,PO BOX 857,TUXEDO,NY,10987-0857,0000,03,3,1000,200502,1,04,000000000,2,01,202312,5,4,00,1,12,903313,292471,,T22,SHEFTS MARK & SHEFTS WANDA TTEE
137450758,HENRY WOLF FOUNDATION,% SCHULTE ROTH & ZABEL LLP,919 THIRD AVENUE,NEW YORK,NY,10022-3902,0000,03,3,2000,200706,1,04,000000000,1,01,202412,3,1,00,1,12,28097,3,,B12,ZABEL WILLIAM D TTEE
137450759,TRAMMO FOUNDATION TR,% TRAMMO FOUNDATION,8 W 40TH STREET 12TH FLOOR,NEW YORK,NY,10018-2307,0000,03,3,1000,200510,1,04,000000000,2,01,202312,1,3,00,1,12,1,71900,,T22,STANTON RONALD P ET AL TTEE
137462242,MALINSKY FAM CHARITABLE TR,% SCHULTE ROTH & ZABEL LLP,40 E 9TH ST APT 9F,NEW YORK,NY,10003-6425,0000,03,3,1200,200508,1,04,000000000,2,01,202412,4,4,00,1,12,249883,265216,,T20,MALINSKY AARON ET AL TTEE
137488978,ONE GOOD HAND FOUNDATION,% PKF OCONNOR DAVIES,CO PKFOD 500 MAMARONECK AVENUE,HARRISON,NY,10528-0000,0000,03,3,1000,200608,1,04,000000000,1,01,202412,5,5,00,1,12,960763,511725,,T20,BRUCE E KAYLE & SARAH KAYLE FID
137489040,BRADLEY FAM CHARITABLE FOUNDATION TR,,107 BREWERY RD,NEW CITY,NY,10956-6115,0000,03,3,1000,200709,1,04,000000000,2,01,202412,7,6,00,1,12,5851381,2569925,,T22,EDWARD R BRADLEY JR ET AL TTEE
137493920,WEST STREET CHARITABLE FOUNDATION,% JOE JAIGOBIND,30 WEST ST APT 26A,NEW YORK,NY,10004-3059,0000,03,3,1000,200602,1,04,000000000,2,01,202312,1,1,00,1,12,1341,1,,T20,RAMNARAIN JAIGOBIND TTEE
137496685,TARA ALLMEN TR IM 10569972000,% MELLON BANK NA,186 W 80TH ST PH 1,NEW YORK,NY,10024-6374,0000,03,3,1000,200806,1,04,000000000,2,01,202412,6,5,00,1,12,1759475,574995,,T22,
137497020,NORA EPHRON & NICHOLAS PILEGGI FOUNDATION,% STARR & CO,CITRIN COOPERMAN50 ROCKEFELLER PLZ,NEW YORK,NY,10020-0000,0000,03,3,1000,200606,1,04,000000000,2,01,202312,5,3,00,1,12,664306,32471,,T20,NORA EPHRON TTEE
137511626,VYTAUTAS BURBULIS CHARITABLE TR,% DEUTSCHE BANK TRUST CO NA,PO BOX 1297,NEW YORK,NY,10008-1297,0000,03,3,1000,200911,1,04,000000000,2,01,202407,5,4,00,1,07,958751,162218,,T22,
137516109,MEIDAR FAM CHARITABLE TR,% GATEMORE CAPITAL MANAGEMENT,53 N PARK AVE STE 51,ROCKVILLE CTR,NY,11570-4111,0000,03,3,1000,200608,1,04,000000000,2,01,202406,1,2,00,1,06,1368,10027,,T22,MOSHE I MEIDAR ET AL TTEE
137534174,ALEXANDER CAPELLUTO FOUNDATION,% JACQUES CAPELLUTO,175 RIVERSIDE DR,NEW YORK,NY,10024-1616,0000,03,3,1000,200702,1,15,000000000,1,01,202312,3,1,02,0,12,78988,3855,3855,B82,JACQUES CAPELLUTO ET AL TTEE
137548358,MONTE SACRO FOUNDATION,% THOMAS F GRIZZETTI,PO BOX 1958,NEW YORK,NY,10113-1958,0000,03,3,2000,200808,1,04,000000000,2,01,202312,4,1,00,1,12,305202,7102,,T22,
137548507,THE ZEGAR FAMILY FOUNDATION,% GELLER & CO,PO BOX 1510,NEW YORK,NY,10150-1510,0000,03,3,1000,200703,1,04,000000000,2,01,202312,9,9,00,1,12,269481728,81724410,,T22,CHARLES M ZEGAR ET AL TTEE
137548509,JOHN & CHRISTINE FITZGIBBONS FOUNDATION,% JOHN FITZGIBBONS TTEE,131 7TH AVE STE 201,NEW YORK,NY,10011-1802,0000,03,3,1000,200904,1,04,000000000,1,01,202406,3,6,00,1,06,28860,1865289,,T22,
137553716,MIKE & JANET SLOSBERG FAMILY FOUNDATION TRUST,,15 WEST 67TH STREET APT 5ME,NEW YORK,NY,10023-6226,0000,03,3,1000,200706,1,04,000000000,2,01,202312,6,6,00,1,12,1992047,1515558,,T90,MYRON SLOSBERG ET AL TTEE
137555242,JACK CHEHEBAR FOUNDATION,% SPIELMAN & KASSIMIR P C ET AL TTE,433 AVENUE T,BROOKLYN,NY,11223-4002,0000,03,3,1000,200810,1,04,000000000,2,01,202312,8,4,00,1,12,10622486,475382,,T22,
137557698,THE JEFF SUTTON CHARITABLE,% WHARTON REALTY,500 FIFTH AVENUE - 54TH FLOOR,NEW YORK,NY,10110-5500,0000,03,3,1000,200708,1,04,000000000,2,01,202312,1,1,00,1,12,9175,1,,T22,
137557714,OCONNOR FAM FOUNDATION,% OCONNOR CAPITAL PARTNERS,535 MADISON AVE,NEW YORK,NY,10022-4214,0000,03,3,1000,200711,1,04,000000000,2,01,202312,7,6,00,1,12,7473871,1262791,,T22,ROGER TURNER TTEE
137560427,VIOLET JABARA CHARITABLE TR,% STEVEN J WOHL ESQ,60 EAST 42ND STREET 38TH FLOOR,NEW YORK,NY,10165-3802,0000,03,3,1000,200805,1,04,000000000,2,01,202412,5,4,00,1,12,639434,423864,,T22,VIOLET JABARA TTEE
137560758,GARTNER FAM CHARITABLE TR,% CITIBANK N A FID,388 GREENWICH ST TAX 19TH FL,NEW YORK,NY,10013-2362,0000,03,3,1200,200710,1,04,000000000,2,01,202412,7,6,00,1,12,6069040,3346107,,T12,
137568184,THE@RIVKIE AND LANCE HIRT FOUNDATION,% LANCE L HIRT,71 MURIEL AVE,LAWRENCE,NY,11559-1810,0000,03,3,1200,200711,1,04,000000000,2,01,202312,5,5,00,1,12,988470,975796,,T20,HIRT LANCE L TTEE
137568187,GP FAMILY FOUNDATION TR,% AARON COHEN,810 SEVENTH AVENUE 28TH FLOOR,NEW YORK,NY,10019-9000,0000,03,3,1000,201003,1,04,000000000,2,01,202406,7,4,00,1,06,5930689,170232,,T22,
137570712,GENESIS FOUNDATION TR AGREEMENT,,1051 E 7TH ST,BROOKLYN,NY,11230-3501,0000,03,3,1000,200711,1,04,000000000,2,01,202412,4,2,00,1,12,218553,21734,,T22,RICHARD V GRAZI ET AL TTEE
137579596,JOHNSON STREET FOUNDATION,% SPIELMAN KOENIGSBERG & PARKE,CO LUBCHER GANIS LLP,NEW YORK,NY,10022-0000,0000,03,3,1000,200805,1,04,000000000,1,01,202312,8,6,00,1,12,40605216,4763037,,T20,LEONARD H ORR TTEE
137582641,SHIN CREEK TR,% PAUL D BARNETT,224 DAVIS RD,LIVINGSTN MNR,NY,12758-6223,0000,03,3,1000,200806,1,04,000000000,1,01,202412,6,5,00,1,12,1723844,856748,,T200,PAUL D BARNETT TTEE
137591725,HAZON YESHAYA FOUNDATION,% STEVEN S SUTTON,702 AVENUE N,BROOKLYN,NY,11230-5716,0000,03,3,1000,201406,1,04,000000000,2,01,202412,1,6,00,1,12,1,1528000,,T20,
137601155,KENNETH M JACOBS FOUNDATION,% CRAVATH SWAINE & MOORE LLP,30 ROCKEFELLER PLAZA,NEW YORK,NY,10112-0015,0000,03,3,1000,201002,1,04,000000000,2,01,202404,1,1,00,1,04,364,1,,T22,SCOTT HOFFMAN TTEE
138813388,WESTCHESTER COUNTY DEPARTMENT OF PUBLIC SAFETY PBA INC,,PO BOX 27,HAWTHORNE,NY,10532-0027,0000,05,3,3000,201401,2,00,998000000,1,01,202312,5,5,01,0,12,783693,564934,564934,J99,
139226721,UNITED FEDERATION OF TEACHERS EDUCATIONAL FOUNDATION INC,,52 BROADWAY,NEW YORK,NY,10004-1603,0000,03,3,1000,198211,1,15,000000000,1,01,202407,8,8,01,0,07,31487797,22608220,22608220,,
140107535,EBENEZER BAPTIST CHURCH,,PO BOX 2,POUGHKEETSIE,NY,12602-0002,0000,03,3,7000,198709,1,10,001000000,1,01,,0,0,06,0,12,,,,,
140152048,BIRTHRIGHT OF SCHENECTADY INC,% C/O TOM TEGIACCHI,12 JAY STREET,SCHENECTADY,NY,12305-1988,0000,03,3,1000,198602,1,15,569000000,1,01,202312,0,0,02,0,12,0,0,0,,
140223561,PITTSTOWN VOLUNTEER EMERGENCY CORPS,,60 PARKER SCHOOL RD,JOHNSONVILLE,NY,12094-2613,0000,03,3,1000,198204,1,15,158000000,1,01,202404,5,4,01,0,04,816951,377298,374026,E62Z,
140460285,AMERICAN LEGION POST 137,,200 N MAIN ST,GLOVERSVILLE,NY,12078-2130,0000,19,3,1000,201907,1,00,907908000,1,01,202409,2,3,02,0,09,10122,44536,31969,,
140461448,ALBANY CEMETERY ASSOCIATION,,3 CEMETERY AVE,ALBANY,NY,12204-2417,0000,13,3,2000,194210,1,00,900000000,1,01,202312,7,6,01,0,12,9123714,3545525,1965951,,
140461460,ALBANY COLONIE REGIONAL CHAMBER OF COMMERCE,,5 COMPUTER DR S,ALBANY,NY,12205-1608,0000,06,3,3000,194207,2,00,403279400,1,01,202312,1,0,02,0,12,1,0,0,,
140461630,ALBANY COUNTRY CLUB,,300 WORMER RD,VOORHEESVILLE,NY,12186-5330,0000,07,3,1000,196512,2,00,280000000,1,02,202412,7,7,01,0,12,6674201,5444929,3641388,,
140469273,AMERICAN LEGION,% JOHN J WYSZOMIRSKI,123 W MAIN ST,AMSTERDAM,NY,12010-4001,0925,19,9,1000,194603,1,00,907908000,5,01,202405,4,4,01,0,05,375577,183211,110999,,0701 JOHN WYSZOMIRSKI
