EIN,NAME,ICO,STREET,CITY,STATE,ZIP,GROUP,SUBSECTION,AFFILIATION,CLASSIFICATION,RULING,DEDUCTIBILITY,FOUNDATION,ACTIVITY,ORGANIZATION,STATUS,TAX_PERIOD,ASSET_CD,INCOME_CD,FILING_REQ_CD,PF_FILING_REQ_CD,ACCT_PD,ASSET_AMT,INCOME_AMT,REVENUE_AMT,NTEE_CD,SORT_NAME
863342596,OLGA FYNE INTERNATIONAL MINISTRIES,,1020 N CENTRAL AVE,WOODMERE,NY,11598-1631,0000,03,3,1235,202211,1,15,000000000,1,01,202412,0,0,02,0,12,0,0,0,X21,
863348305,ONE LOVE OUTREACH MISSION INC,% MARCI QUINN,17 GAYNOR AVE APT 2C,MANHASSET,NY,11030-1954,0000,03,3,1000,202108,1,15,000000000,1,01,202412,2,3,02,0,12,10814,47322,47322,P85,
863348840,BETTER OPPORTUNITY FUND,% KANCHANA LEUNG,175 GREENWICH ST FL 59,NEW YORK,NY,10007-2450,0000,03,3,1000,202201,1,15,000000000,1,01,202312,5,3,02,0,12,861441,25957,25957,W60,
863349263,RESONANTMIND COLLECTIVE INC,,270 WATER ST APT 3F,NEW YORK,NY,10038-1723,0000,03,3,1200,202503,1,16,000000000,1,01,,0,0,02,0,12,,,,B60,
863350563,COMPASSION EXPRESS FOUNDATION INC,% DUSTIN AARONSON-PRESIDENT,33 WALT WHITMAN ROAD 229W,HUNTINGTON STATION,NY,11746-3640,0000,03,3,1000,202204,1,03,000000000,1,01,202312,1,1,00,1,12,1,1,,T20,
863351445,HEICHAL SHLOMO MEVAKSHEI HASHEM INC,,1056 E 18TH ST,BROOKLYN,NY,11230-4406,0000,03,3,1000,202109,1,15,000000000,1,01,202312,0,0,02,0,12,0,0,0,T30,
863358271,POINT CLARITY SERVICES INC,,3915 14 AVE,BROOKLYN,NY,11218-3695,0000,03,3,1000,202212,1,16,000000000,1,01,202312,4,5,02,0,12,263593,695114,0,P20,
863362419,SOLA SCRIPTURA MINISTRIES INC,% BENAL BERMINGHAM,977 WALLACE AVE,NORTH BALDWIN,NY,11510-2140,0000,03,3,1270,202107,1,15,000000000,1,01,202212,1,0,02,0,12,1607,0,0,X99,
863367058,YORKTOWN GRANGE AGRICULTURAL SOCIETY INC,,99 MOSEMAN RD,YORKTOWN HTS,NY,10598-4803,0000,03,3,1200,202112,1,16,000000000,1,01,202312,3,4,01,0,12,94542,107001,3703,K28,
863367209,PRECEDE CONSORTIUM INCORPORATED,,PO BOX 207,RED HOOK,NY,12571-0207,0000,03,3,1000,202202,1,04,000000000,1,01,202312,4,1,00,1,12,204662,1,,T22,
863368686,LOVE PLUS LOVE,,1 KARLSBURG ROAD,MONROE,NY,10950-4058,0000,03,3,7000,202111,1,15,000000000,1,01,202312,3,3,01,0,12,29764,96912,96912,X30,
863370143,KHAL CHASIDIM OF WESLEY HILLS,,2 DEERWOOD RD,SPRING VALLEY,NY,10977-1001,0000,03,3,7000,202111,1,10,000000000,1,01,,0,0,06,0,12,,,,X30,
863375999,LISA MARZULLO FLY AGAIN FOUNDATION,% DAVID J MARZULLO,47 CENTRAL DR,BRONXVILLE,NY,10708-4603,0000,03,3,1000,202107,1,15,000000000,1,01,202412,0,0,02,0,12,0,0,0,G32,
863377124,IN MEMORY OF AIDAN VICTOR HERNANDEZ FOUNDATION,,66 BELVEDERE DR,YONKERS,NY,10705-2814,0000,03,3,1000,202108,1,15,000000000,1,01,202312,0,0,02,0,12,0,0,0,B20,
863383104,911 MONUMENT OF THE MISSING FOUNDATION INC,% RANDOLPH LEIDL,52 BENNETT AVE,HUNTINGTN STA,NY,11746-2839,0000,03,3,1000,202107,1,15,000000000,1,01,202412,0,0,02,0,12,0,0,0,A84,
863386835,HER STORY MENTORSHIP INC,,50 BRUNDIGE DR,GOLDENS BRG,NY,10526-1416,0000,03,3,1200,202110,1,15,000000000,1,01,202412,3,3,01,0,12,29088,81233,81233,B99,
863386895,CAYUGA CUT UPS INC,% CHARLES DENARDO,47 FRAZEE ST,AUBURN,NY,13021-2251,0000,03,3,1000,202202,1,04,000000000,1,01,202408,1,1,00,1,08,8183,5330,,N50,
863389972,KOLLEL CHAIM DOV,,323 WILLOUGHBY AVE,BROOKLYN,NY,11205-4415,0000,03,3,7000,202208,1,10,000000000,1,01,,0,0,06,0,12,,,,X30,
863389989,NYC FOR YOUTH INC,,607 WEST 138TH STREET,NEW YORK,NY,10031-7623,0000,03,3,1000,202202,1,16,000000000,1,01,202412,0,0,02,0,12,0,0,0,O20,
863393322,SILOAM COMMUNITY DEVELOPMENT OF BED STUY CORPORATION,,260 JEFFERSON AVE,BROOKLYN,NY,11216-1709,0000,03,3,1200,202108,1,15,000000000,1,01,202212,0,0,02,0,12,0,0,0,P99,
863394503,BENEMACY INC,% EUNHEE CHOI,310 E 46TH ST APT 6T,NEW YORK,NY,10017-3038,0000,03,3,1200,202107,1,16,000000000,1,01,202203,0,0,02,0,03,0,0,0,,
863395051,EIZER LKRIAH,,PO BOX 1253,MONSEY,NY,10952-8352,0000,03,3,7000,202111,1,10,000000000,1,01,,0,0,06,0,12,,,,X30,
863403335,ZICHRON YOSEF USHER INC,,670 MYRTLE AVE PMB 109,BROOKLYN,NY,11205-3923,0000,03,3,7000,202206,1,10,000000000,1,01,,0,0,06,0,12,,,,X30,
863411010,BAIS MAYIM CHAIM,% ISRAEL MINZER,1901 10TH AVENUE,BROOKLYN,NY,11215-7525,0000,03,3,7000,202111,1,10,000000000,1,01,,0,0,06,0,05,,,,X30,
863411998,CHILDRENS TRAUMA RELIEF FOUNDATION,,978 ROUTE 45 STE 202,POMONA,NY,10970-3565,0000,03,3,1000,202108,1,15,000000000,2,01,202212,0,0,02,0,12,0,0,0,P20,
863419063,INDO AMERICAN COMMUNITY VOICE INC,% BINA SABAPATHY,701 OLD BETHPAGE RD,OLD BETHPAGE,NY,11804-1241,0000,03,3,1000,202108,1,16,000000000,1,01,202412,0,0,02,0,12,0,0,0,S20,
863424333,COLORED GIRLS BIKE TOO INC,% JALONDA HILL,1353 JEFFERSON AVE,BUFFALO,NY,14208-1808,0000,03,3,1000,202110,1,15,000000000,1,01,202412,0,0,02,0,12,0,0,0,S20,
863424495,CONGREGATION ANSHEI STERNBERG,% DOV PERKAL,2424 AVENUE L,BROOKLYN,NY,11210-4531,0000,03,3,1700,202203,1,15,000000000,1,01,202412,0,0,02,0,12,0,0,0,X30,
863424972,GREG W SILL FOUNDATION CORP,% ELIZABETH SILL,1 ABIGAIL ROSE HOLW,LAKE GROVE,NY,11755-1650,0000,03,3,1000,202203,1,16,000000000,1,01,202412,4,3,01,0,12,128883,81075,46552,N12,
863426122,GUPTA FAMILY FOUNDATION INC,% KAMAL GUPTA,PO BOX 1261,SYOSSET,NY,11791-0490,0000,03,3,1000,202107,1,04,000000000,1,01,202312,1,1,00,1,12,1,100,,T50,
863427582,JACKIE BOYS CREW FOUNDATION INC,,172 SOPER ST,OCEANSIDE,NY,11572-3021,0000,03,3,1278,202109,1,16,000000000,1,01,202312,3,3,01,0,12,61291,75175,75175,P20,
863428761,MINISTERIO INTERNACIONAL SION NEW YORK INC,,28 BERKLEY ST,VALLEY STREAM,NY,11581-1110,0000,03,3,7000,202112,1,10,000000000,1,01,,0,0,06,0,12,,,,X20,
863430910,PORTRAIT AND LANDSCAPE COLLECTIVE INC,,45 TUDOR CITY PL APT 1314,NEW YORK,NY,10017-7608,0000,03,3,1000,202409,1,15,000000000,1,01,,0,0,02,0,12,,,,A25,
863431200,HEART & HOME LIVES INC,,247 STRAWRIDGE RD,WALLKILL,NY,12589-3936,0000,03,3,1000,202109,1,15,000000000,1,01,202312,0,0,02,0,12,0,0,0,L80,
863432002,GAME DEVS OF COLOR INC,% GJ LEE,223 BEDFORD AVE STE A2047,BROOKLYN,NY,11211-4171,0000,03,3,1000,202108,1,16,000000000,1,01,202412,3,4,01,0,12,52461,219032,219032,O53,
863433409,FORMING FUTURES INC,% ROSARIO BUENDIA,82 NASSAU ST,NEW YORK,NY,10038-3703,0000,03,3,1000,202108,1,16,000000000,1,01,202412,0,0,02,0,12,0,0,0,P20,FORMING FUTURES
863435514,RISING PHOENIX CHARITABLE FOUNDATION,% CURTIS MALLET PREVOST COLT & MOSL,C/O CORIENT 101 PARK AVE 3100,NEW YORK,NY,10178-0000,0000,03,3,1000,202110,1,04,000000000,1,01,202412,7,6,00,1,12,7901166,1880916,,,
863436124,TREEN CHARITABLE EVENTS INC,,37 SHAKER BAY RD,LATHAM,NY,12110-1255,0000,03,3,1000,202201,1,15,000000000,1,01,202312,1,4,01,0,12,23,229054,165069,H12,
863436489,NATIONAL OFFSHORE WIND TRAINING CENTER INC,% LI FEDERATION OF LABOR,390 RABRO DRIVE,HAUPPAUGE,NY,11788-4244,0000,03,3,2000,202403,1,11,000000000,1,01,202312,6,6,01,0,12,2422572,3336891,3336891,B30,
863439695,STAY AMERICA FOUNDATION INC,,209 MAIN ST,SAG HARBOR,NY,11963-3044,0000,03,3,1000,202203,1,15,000000000,1,01,202412,0,0,02,0,12,0,0,0,P20,
863442488,WORLDS ELSEWHERE THEATRE COMPANY INC,% DAVID LAWRENCE KOWARSKY,7 RYE RIDGE PLZ PMB 318,RYE BROOK,NY,10573-2822,0000,03,3,1230,202107,1,15,000000000,1,01,202412,0,0,02,0,12,0,0,0,P20,
863444492,MYREFUGE GLOBAL MISSION INC,,6337 FITCHETT ST,REGO PARK,NY,11374-2811,0000,03,3,7000,202109,1,15,000000000,1,01,202412,1,2,02,0,12,3202,12994,12994,X20,
863444931,FLOW RIDERS INC,% RYAN ODONNELL,68 2ND ST STE 1,TROY,NY,12180-3972,0000,03,3,2000,202106,1,04,000000000,1,01,202412,2,2,00,1,12,22924,23703,,N60,
863446048,NUESTRA ISLA INC,,PO BOX 187,BLOOMINGDALE,NY,12913-0187,0000,03,3,1257,202201,1,15,000000000,1,01,202412,0,0,02,0,12,0,0,0,Z99,
863449492,HELLENIC AMERICAN PROJECT CULTURAL CENTER INC,,65-21 MAIN STREET R015,FLUSHING,NY,11367-1358,0000,03,3,2000,202108,1,16,000000000,1,01,202412,0,0,02,0,12,0,0,0,,
863450455,CLERGY COLLEGE COUNCIL COMMITTEE COMMUNITY CIVIC CONNECTION INC,% ALLEN K HAND SR,633 NEW JERSEY AVE APT 1B,BROOKLYN,NY,11207-5731,0000,03,3,1000,202201,1,15,000000000,1,01,202412,0,0,02,0,12,0,0,0,X03,
863450891,UNIVERSAL CHURCH OF FREEDOM PEACE AND JUSTICE,,57 JOHN ST,KINGSTON,NY,12401-3823,0000,03,3,1270,202202,1,10,000000000,1,01,,0,0,06,0,12,,,,X99,
863451366,ALL LATITUDES LACROSSE,,28 MAPLE PLACE,MANHASSET,NY,11030-2018,0000,03,3,2000,202111,1,15,000000000,1,01,202412,0,0,02,0,12,0,0,0,N71,
863452373,YASIS INC,,5314 16TH AVENUE 244,BROOKLYN,NY,11204-1425,0000,03,3,1700,202201,1,15,000000000,1,01,202312,3,4,01,0,12,31026,131862,131862,T12,
863455303,NEW YORKERS FOR BANGLADESHI MUTUAL AID CORP,,77 GARNET RD,AMHERST,NY,14226-2516,0000,03,3,1270,202306,1,16,000000000,1,01,,0,0,02,0,01,,,,A23,
863456053,VATAJ FOUNDATION INC,,5 SPRUCE HILL CT,PLEASANTVILLE,NY,10570-2539,0000,03,3,1200,202108,1,15,000000000,1,01,202412,0,0,02,0,12,0,0,0,P20,
863464664,DEREK CLINE MEMORIAL FOUNDATION,,2157 BEDELL RD APT 5,GRAND ISLAND,NY,14072-1683,0000,03,3,1000,202112,1,16,000000000,5,01,202412,0,0,02,0,12,0,0,0,N99,
863466721,SANTA LAND 365 INC,% TAMMY MEADOWS,374 PROSPECT PLACE,BROOKLYN,NY,11238-4048,0000,03,3,1278,202109,1,16,000000000,1,01,202412,0,0,02,0,12,0,0,0,O20,
863466946,CONG BEKIAS HATORAH BP,,1567 61ST ST APT 5L,BROOKLYN,NY,11219-6590,0000,03,3,7000,202111,1,10,000000000,1,01,,0,0,06,0,12,,,,X30,
863469588,RYANS TEAM INC,% MICHAEL OLIVER,585 DONNA DR,MATTITUCK,NY,11952-4604,0000,03,3,2000,202203,1,15,000000000,1,01,202412,3,2,02,0,12,49328,13391,1091,B82,RYANS TEAM
863475019,URBAN FAIRIES OF STATEN ISLAND COMMUNITY OUTREACH,% ALYCIA CAMPBELL,116 BODINE ST,STATEN ISLAND,NY,10310-1260,0000,03,3,1200,202108,1,15,000000000,1,01,202412,0,0,02,0,12,0,0,0,P20,
863475829,PAK AMERICAN EHSAS INC,,216 NEPTUNE AVE,BROOKLYN,NY,11235-6303,0000,03,3,1000,202109,1,16,000000000,1,01,202412,1,1,02,0,12,307,500,500,K30,
863475843,SHRED THE STRESS,% AARON KNOWLES,344 MARSHALL DR S APT 3A,BROOKLYN,NY,11209-8531,0000,03,3,1000,202111,1,15,000000000,1,01,202503,0,0,02,0,03,0,0,0,W30,
863477107,GIFT OF CHESS INC,,308 W 46TH ST,NEW YORK,NY,10036-3801,0000,03,3,2000,202111,1,15,000000000,1,01,202312,3,4,01,0,12,48576,307182,307182,B90,
863477273,EMPIRE STATE BIOETHICS CONSORTIUM INC,% LOUIS VOIGT MD,485 LEXINGTON AVE,NEW YORK,NY,10017-2630,0000,03,3,2000,202112,1,16,000000000,1,01,202412,0,0,02,0,12,0,0,0,E05,
863484316,HARMONY OF MUSIC AND ART SCHOOL INC,% LILIA KUSHNIR,3 EVARTS AVE,WHITE PLAINS,NY,10607-1011,0000,03,3,1200,202108,1,04,000000000,1,01,202412,1,2,00,1,12,1603,11384,,A68,
863492705,ROGER L PACOS MEMORIAL SCHOLARSHIP FUND,% DANIEL W PACOS CPA,425 E MAIN ST,FREDONIA,NY,14063-1451,0000,03,3,2000,202409,1,16,000000000,2,01,202412,0,0,02,0,12,0,0,0,B82,
863495000,MOVING NEW YORK FORWARD INC,,1147 BROADWAY,NEW YORK,NY,10001-7521,0000,03,3,1000,202109,1,15,000000000,1,01,202212,0,1,02,0,12,0,750,750,L99,
863499358,NEW BEGINNINGS INTERNATIONAL HOUSE OF WORSHIP INC,,342 WARBURTON AVE,YONKERS,NY,10701-2228,0000,03,3,7000,202206,1,10,000000000,1,01,,0,0,06,0,12,,,,X20,
863502215,TJ S WISH INC,,1 BAY AVE,HALESITE,NY,11743-1203,0000,03,3,1000,202305,1,16,000000000,1,01,202412,0,0,02,0,12,0,0,0,P30,
863503972,KEREM ISRAEL INC,% LEOPALD SURKIS,7 OSTEREH BLAVD,SPRING VALLEY,NY,10977-0000,0000,03,3,1000,202112,1,15,000000000,1,01,202412,0,0,02,0,12,0,0,0,A80,
863507824,ADIAS ROARING NATION INC,,338 43RD ST,COPIAGUE,NY,11726-1120,0000,03,3,1200,202202,1,16,000000000,1,01,202412,1,0,02,0,12,300,0,0,P40,
863509482,READY RETREAT INC,,441 CENTRAL PARK AVE 114,SCARSDALE,NY,10583-1016,0000,03,3,1200,202109,1,16,000000000,1,01,202412,0,0,02,0,12,0,0,0,E01,
863512273,ST STEPHENS EDUCATION FOUNDATION INC,% MITCHELL STESSING,4725 E RIVER RD,GRAND ISLAND,NY,14072-1138,0000,03,3,1270,202108,1,16,000000000,1,01,202406,0,0,02,0,06,0,0,0,B90,
863514342,VERKEYA SPEAKS INCORPORATED,,1885 ADAM CLAYTON POWELL BLVD 4C,NEW YORK,NY,10026-2893,0000,03,3,1200,202108,1,15,000000000,1,01,202412,0,0,02,0,12,0,0,0,O12,
863517346,DIGITAL AGE ACADEMY INC,% AZADEH KEIVANI,377 RECTOR PL APT 24D,NEW YORK,NY,10280-1439,0000,03,3,2000,202203,1,15,000000000,1,01,202408,0,0,02,0,08,0,0,0,J99,
863530163,HELPING IMMIGRANTS THRIVE INC,,917 WESTCHESTER AVE,BRONX,NY,10459-3572,0000,03,3,1000,202204,1,15,000000000,1,01,202303,3,4,01,0,03,63397,114539,114539,P20,
863531786,KALEIDOSCOPE MINISTRIES INC,% ELIZABETH BLACK,171 E 105TH ST APT 2,NEW YORK,NY,10029-4984,0000,03,3,1270,202109,1,15,000000000,1,01,202312,4,4,01,0,12,193344,329887,329887,X20,KALEIDOSCOPE
863535833,MIKVAH OF SATMAR MONSEY,,11 MILTON PL,SPRING VALLEY,NY,10977-3824,0000,03,3,1700,202201,1,10,000000000,1,01,,0,0,06,0,12,,,,X30,
863539713,ROAD RUNNERS CLUB OF AMERICA,% GREGORY LARAIA,295 MADISON AVENUE,NEW YORK,NY,10017-6434,2702,03,9,1000,197603,0,15,000000000,5,01,202212,0,0,02,0,12,0,0,0,,STREETS 101 RUNNING TEAM INC
863540847,MARINAS HEART,% BRIANNA AIRD,1911 LACOMBE AVE,BRONX,NY,10473-2907,0000,03,3,1000,202203,1,16,000000000,1,01,202412,0,0,02,0,12,0,0,0,E60,PUBLIC CHARITY
863542366,OASIS INSTITUTE,% ANN CUNNINGHAM,259 MONROE AVE,ROCHESTER,NY,14607-3632,3791,03,9,1000,200109,1,15,000000000,1,01,202312,5,4,01,0,12,579099,208898,208898,,OASIS ROCHESTER
863545188,HORSES HEALING HEARTS INC,% TINA WOLCOTT,4085 QUAKERTOWN RD,WARSAW,NY,14569-9743,0000,03,3,1000,202201,1,16,000000000,1,01,202412,0,0,02,0,12,0,0,0,D99,
863550686,DOMINICAN USA CHAMBERS OF COMMERCE INC,% ELIDA ALMONTE,16 WEST 111 ST APT 5J,NEW YORK,NY,10026-4334,0000,03,3,1230,202206,1,16,000000000,1,01,202412,0,0,02,0,12,0,0,0,A01,
863551974,ST CATHERINE OF SIENA ACADEMY,% DEVON SUTTON,2 POWERS ST,CANTON,NY,13617-1133,0000,03,3,2000,202212,1,11,000000000,5,01,202406,3,4,01,0,06,94018,192097,186368,B24,
863557264,CABBAGE HILL YOUTH FARM INC,,52 WHITBECK RD,COEYMANS HOLW,NY,12046-2122,0000,03,3,1200,202209,1,15,000000000,1,01,202212,0,0,02,0,12,0,0,0,O52,
863559172,LEVEL UP MULTILITERACY FOUNDATION,,315 WEST 33RD ST,NEW YORK,NY,10001-2828,0000,03,3,2000,202108,1,15,000000000,1,01,202312,0,0,02,0,12,0,0,0,B80,
863560228,YOUTH HUNGRY FOR SUCCESS INC,,247 CASTLE AVE,WESTBURY,NY,11590-2032,0000,03,3,1000,202503,1,15,000000000,1,01,,0,0,02,0,12,,,,O50,
863560699,SOUNDWAVES PORT CHESTER INC,,2 SACKETT LNDG,RYE,NY,10580-4315,0000,03,3,1200,202203,1,15,000000000,1,01,202412,1,4,01,0,12,404,104546,104546,A68,SOUNDWAVES PORT CHESTER
863561692,NOSSONS SHUL INC,,534 EMPIRE BLVD,BROOKLYN,NY,11225-3132,0000,03,3,7000,202201,1,10,000000000,1,01,,0,0,06,0,12,,,,X30,
863562667,HISCHILDREN ORG INC,,21708 36TH AVE,BAYSIDE,NY,11361-2252,0000,03,3,1000,202110,1,16,000000000,1,01,202412,0,0,02,0,12,0,0,0,E12,
863565823,FELLOWS OF POLITECNICO DI MILAN US INC,% CORRADO TOXIRI,PIAZZA ITALIA 11 E 44TH ST,NEW YORK,NY,10017-0000,0000,03,3,1200,202202,1,15,000000000,1,01,202312,3,4,01,0,12,82808,384486,384486,B11,
863568421,WESTCHESTER SICKLE CELL OUTREACH,,19 COURT STREET,WHITE PLAINS,NY,10601-3310,0000,03,3,1000,202203,1,15,000000000,1,01,202406,1,2,02,0,06,1,20419,20419,E86,
863568842,ELKIE ROSEN PRIVATE FOUNDATION INC,% ADAM ROSEN,17 HUNTING HILL RD,WOODBURY,NY,11797-1403,0000,03,3,1000,202210,1,04,000000000,1,01,202312,3,2,00,1,12,61218,20315,,T50,
863569856,CONG KHAL YETEV LEV DSATMAR CLYMER,% BURECH GUTTMAN,163 CLYMER ST,BROOKLYN,NY,11211-7103,0000,03,3,1270,202202,1,10,000000000,1,01,,0,0,06,0,12,,,,X30,
863570320,BROWN GIRLS DOC MAFIA,% IYABO BOYD,930 GRAND CONCOURSE APT 10F,BRONX,NY,10451-2755,0000,03,3,1000,202204,1,16,000000000,1,01,202312,5,4,01,0,12,625203,222011,222011,A30,
863570360,OCRO FOUNDATION INC,,100 WALL STREET,NEW YORK,NY,10005-3701,0000,03,3,1000,202206,1,04,000000000,1,01,202312,7,3,00,1,12,9969312,97796,,P20,
863571814,GRAVESEND KIWANIS CHARITABLE FOUNDATION,,1569 W 5TH ST,BROOKLYN,NY,11204-4941,0000,03,3,1000,202108,1,16,000000000,1,01,202409,0,0,02,0,09,0,0,0,S80,
863574660,DOWNTOWN BROOKLYN PARTNERSHIP HOLDINGS INC,% REGINA MYER,1 METROTECH CTR N RM 1003,BROOKLYN,NY,11201-3874,0000,02,3,1000,202205,2,00,000000000,1,01,202406,6,5,01,0,06,4582650,906675,906675,S11,
863578225,IABYA INC,,415 CRESTWOOD AVE,TUCKAHOE,NY,10707-1319,0000,03,3,1000,202108,1,15,000000000,1,01,202412,0,0,02,0,12,0,0,0,P20,
863578810,BROOKLYN CARIBBEAN LITERARY FESTIVAL INC,,341 MIDWOOD ST APT 1R,BROOKLYN,NY,11225-5461,0000,03,3,1200,202405,1,15,000000000,1,01,202412,0,0,02,0,12,0,0,0,A70,
863579807,TEMIMA GEZARI FOUNDATION FOR ART AND EDUCATION,,PO BOX 793,ROCKY POINT,NY,11778-0793,0000,03,3,2000,202108,1,16,000000000,1,01,202312,0,0,02,0,12,0,0,0,A20,ZVI GEZARI LIBRARY OF SCIENCE AND I
863581466,BRAIN 2 BRAIN INC,% POONAM DATE CHONG,99 WALL STREET,NEW YORK,NY,10005-4301,0000,03,3,1280,202204,1,15,000000000,1,01,202504,0,0,02,0,04,0,0,0,E70,
863587108,THETA UPSILON SIGMA FOUNDATION,% BRO RABESS PBS TUS,40 STAGLEN DR,HENRIETTA,NY,14467-9011,0000,03,3,1000,202111,1,16,000000000,1,01,202412,0,0,02,0,12,0,0,0,B83,
863593724,ASIAN AMERICAN SCHOLAR FORUM INC,% CARE OF NANCY QIN,1776 BROADWAY STE 1101,NEW YORK,NY,10019-2007,0000,03,3,2000,202205,1,16,000000000,1,01,202405,6,5,01,0,05,1056515,694652,694652,B01,
863594678,HERRICKS ARTS BOOSTERS INC,% ANGELA WAN,100 SHELTER ROCK RD,NEW HYDE PARK,NY,11040-1356,0000,03,3,1238,202108,1,16,000000000,1,01,202506,0,0,02,0,06,0,0,0,B20,
863598323,WATER INSECURITY CORRECTION COALITION INC,% ANNABEL GREGG,22 HILL ST,GREENWICH,NY,12834-1206,0000,03,3,1200,202109,1,15,000000000,1,01,202403,0,0,02,0,03,0,0,0,C99,
863598922,AGELESS LIVING COLLABORATIVE INC,,54 SOUTH ST,RHINEBECK,NY,12572-1716,0000,03,3,1200,202202,1,15,000000000,1,01,202312,3,3,01,0,12,34629,83615,83615,L03,
863600121,HAMPTONS PRIDE INC,,10 HAWTHORNE ST,EAST HAMPTON,NY,11937-4260,0000,03,3,1000,202110,1,15,000000000,1,01,202312,4,3,02,0,12,106944,49329,49329,A99,
