EIN,NAME,ICO,STREET,CITY,STATE,ZIP,GROUP,SUBSECTION,AFFILIATION,CLASSIFICATION,RULING,DEDUCTIBILITY,FOUNDATION,ACTIVITY,ORGANIZATION,STATUS,TAX_PERIOD,ASSET_CD,INCOME_CD,FILING_REQ_CD,PF_FILING_REQ_CD,ACCT_PD,ASSET_AMT,INCOME_AMT,REVENUE_AMT,NTEE_CD,SORT_NAME
010574675,COMMON GROUND FARM INC,% SEMBER WEINMAN,PO BOX 148,BEACON,NY,12508-0148,0000,03,3,1000,200706,1,16,000000000,1,01,202312,4,5,01,0,12,225908,672180,669245,K99,
010575002,MORF FOUNDATION INC,% JOHN R ALEXANDER,80 E MARKET ST STE 300,CORNING,NY,14830-2722,0000,03,3,1000,200203,1,04,000000000,1,01,202312,5,4,00,1,12,625212,381676,,T22,
010576252,LABORERS INTERNATIONAL UNION OF NORTH AMERICA,% MICHAEL HELLSTROM,209 W 38TH ST RM 1004,NEW YORK,NY,10018-0391,0121,05,9,3000,196802,2,00,264279000,5,01,202412,0,0,02,0,12,0,0,0,,NEW JERSEY NON CONST DISTRICT COUNC
010576704,THE FUND FOR PUBLIC ADVOCACY INC,% OFFICE OF THE PUBLIC ADVOCATE OF,1 CENTRE ST FL 15,NEW YORK,NY,10007-1650,0000,03,3,1000,200210,1,15,000000000,1,01,202406,0,0,02,0,06,0,0,0,W12,
010578709,WOMENS ENEWS INC,% ANGIE ALVARADO,106B NASSAU AVENUE,BROOKLYN,NY,11222-6675,0000,03,3,2000,200410,1,15,000000000,1,01,202412,3,4,01,0,12,88874,164378,143093,P80,
010578891,GLOBAL HEALING FOUNDATION LTD,% AGATHE NADAI,4 CROSSHILL RD,HARTSDALE,NY,10530-3014,0000,03,3,1700,201404,1,15,000000000,1,01,202412,0,0,02,0,12,0,0,0,P20,
010580252,9-11 UNITED SERVICES GROUP INC,% HUMAN SERVICES COUNCIL OF NYC,130 EAST 59TH STREET,NEW YORK,NY,10022-1302,0000,03,3,1000,200202,1,15,000000000,1,01,,0,0,00,0,12,,,,M20,
010581247,ALBION BETTERMENT COMMITTEE,% JOSEPH A GEHL,644 GALLUP RD,SPENCERPORT,NY,14559-9560,0000,03,3,1000,200406,1,15,000000000,1,01,202412,0,0,02,0,12,0,0,0,A80,
010581598,HAVE A HEART ADOPT A PET FOUNDATION INC,% RICHARD SCHEFER,144 LUQUER RD,PRT WASHINGTN,NY,11050-4137,0000,03,3,1000,201208,1,15,000000000,1,01,202412,0,0,02,0,12,0,0,0,D20,
010582764,CONG-YESHIVA & KOLLEL ZICHRON ELIMELACH INC,% MENDEL KLEIN,3 LINDERMAN LN,MONSEY,NY,10952-2314,0000,03,1,7000,200303,1,10,000000000,1,01,,0,0,06,0,12,,,,X30,
010583188,FLUSHING MEDITATION INC,% YOUNG TAE MIN,3202 150TH PL,FLUSHING,NY,11354-3215,0000,03,3,1270,201502,1,10,000000000,1,01,,4,3,06,0,12,,,,X99,
010584794,JESUS CHRIST IN ACTION EVANGELICAL ASSEMBLY INTL MINISTRIES INC,% REVEREN GABRIEL MOMBRUN,1329 E 36TH ST,BROOKLYN,NY,11234-2703,0000,03,3,7000,200207,1,10,000000000,1,01,,0,0,06,0,12,,,,X20,
010585693,THE METROPOLITIAN RAILWAY CLUB OF NEW YORK,% NICOLAS SCARANO,400 WEST 31ST STREET 3 FL,NEW YORK,NY,10001-4606,0000,07,3,1000,200305,2,00,000000000,1,01,202406,4,4,01,0,06,358786,152226,152226,N50,
010587493,IGLESIA EVANGELICA PUERTA DE PAZ,% HI TECH TAX SERVICE INC,21461 JAMAICA AVE,QUEENS VLG,NY,11428-1733,0000,03,3,7000,200208,1,10,000000000,1,01,,0,0,06,0,10,,,,X20,
010588883,AMERICAN WOMENS YACHT RACING INC,% DANIELLE GALLO,185 W END AVE APT 20P,NEW YORK,NY,10023-5548,0000,03,3,1200,200212,1,16,000000000,1,01,202412,0,0,02,0,12,0,0,0,N60,
010589987,CIRCLES OF MERCY INC,% RENEE HIGGINS,11 WASHINGTON ST,RENSSELAER,NY,12144-2821,0928,03,9,7000,194603,0,10,031150120,5,01,,3,4,06,0,12,,,,,
010591245,MAIN STREET ONEONTA,% NANCY SCANLON,PO BOX 323,ONEONTA,NY,13820-0323,0000,06,3,2000,200401,2,00,000000000,5,01,202412,3,2,02,0,12,36807,14317,14317,S41,DESTINATION ONEONTA
010592209,KINGSTON COMMUNITY RADIO INC,% WALTER C MAXWELL,PO BOX 4364,KINGSTON,NY,12402-4364,0000,03,3,2000,200206,1,15,000000000,1,01,202412,2,3,01,0,12,21462,77809,77809,S20,
010592583,LADIES ANCIENT ORDER OF HIBERNIANS INC,% C PARISI,2109 HOMECREST AVE,BROOKLYN,NY,11229-4111,0000,10,3,1000,201610,1,00,279265000,5,01,202412,0,0,02,0,12,0,0,0,Y40,
010592958,BERACA COMMUNITY DEVELOPMENT CORPORATION INC,% JEAN-PIERRE MULLERY,9602 FLATLANDS AVE,BROOKLYN,NY,11236-3712,0000,03,3,1000,202309,1,15,000000000,1,01,202412,2,2,02,0,12,20555,15711,15711,P20,
010595370,HEALING FELLOWSHIP OF THE UNIFIED MOTHER-FATHER,% CORINNE S RAMAGE,425 NEW YORK AVE STE 207,HUNTINGTON,NY,11743-3436,0000,03,3,7000,200305,1,10,000000000,1,01,,0,0,06,0,12,,,,X99,
010595671,RESOURCE NY INC,% IRENE SWIDLER,300 EAST 51ST STREET,NEW YORK,NY,10022-7806,0000,03,3,2000,200410,1,16,000000000,1,01,202412,0,0,02,0,12,0,0,0,B80,
010596502,BED STUYS PROJECT RE-GENERATION INC,% MARVIN SCARBOROUGH,PO BOX 471933,BROOKLYN,NY,11247-1933,0000,03,3,1000,200308,1,15,000000000,1,01,202312,0,0,02,0,12,0,0,0,S20,
010597067,GARRISON INSTITUTE,% GARR,PO BOX 532,GARRISON,NY,10524-0532,0000,03,3,1000,200206,1,16,000000000,1,01,202312,6,6,01,0,12,1245209,4906553,4784583,B99,
010598573,CATHEDRAL OF SOLID ROCK GOSPEL ASSEMBLY INC,% BISHOP PANDORA BURNS,8929 163RD ST APT 6J,JAMAICA,NY,11432-5029,0000,03,3,7000,200209,1,10,000000000,1,01,,0,0,06,0,12,,,,X21,
010598889,A LITTLE HOPE INC,% RICHARD H SCHIMEL,70 VESTRY STREET 6E,NEW YORK,NY,10013-1719,0000,03,3,1000,200206,1,15,000000000,1,01,202412,4,4,01,0,12,182649,158768,158768,M99,
010601798,URBAN GREEN COUNCIL,% MIRABILE,55 BROAD STREET,NEW YORK,NY,10004-2501,0000,03,3,1000,200301,1,15,000000000,1,01,202312,6,6,01,0,12,1251993,2851729,2701141,C02,
010601834,EAST SYRACUSE RECREATION COMMITTEE INC,% PATRICIA J DERBY,7239 ROUMARE RD EAST SYRACUSE NE,EAST SYRACUSE,NY,13057-3027,0000,03,3,1200,200405,1,15,000000000,1,01,202412,0,0,02,0,12,0,0,0,T202,
010602290,ASSOCIATION OF NEW YORK STATE YOUTH COURTS INCORPORATED,% DAWN METOTT,312 WOLF RD,LATHAM,NY,12110-4802,0000,03,3,1200,200401,1,15,000000000,1,01,202412,0,0,02,0,12,0,0,0,O99,
010602359,WEST WINDSOR FIRE COMPANY INC,% JOHN M WEST,9 KARLA DR,WINDSOR,NY,13865-1045,0000,03,3,1000,201903,1,15,000000000,1,01,202502,6,4,01,0,02,1082452,173724,159243,M24,
010603628,LEARNINGSPRING SCHOOL,% EILEEN HERZOG,247 E 20TH ST,NEW YORK,NY,10003-1801,0000,03,3,2000,200207,1,11,000000000,5,01,202406,8,8,01,0,06,44642496,13918151,8908965,B28,
010604413,FOUNDATION OF ST LAWRENCE NYSARC INC,% THOMAS VANORNUM,6 COMMERCE LN,CANTON,NY,13617-3738,0000,03,3,1000,200210,1,15,000000000,2,01,202312,6,2,02,0,12,1884236,24093,24093,P11,
010605816,NEW HORIZONS COMMUNITY CENTER OF MID-HUDSON VALLEY INC,% AISHA KHAN,1090 RT 376 2ND FLR,WAPPINGERS FALLS,NY,12590-6353,0000,03,3,7200,200210,1,10,000000000,1,01,,0,0,06,0,02,,,,B20,
010605973,JOURNEY NYC,% LESLIE SEARCY PASTOR,321 W 44TH ST 2ND FL STE 203A,NEW YORK,NY,10036-5400,0000,03,3,7000,200401,1,10,000000000,1,01,,0,0,06,0,12,,,,X20,
010607507,FAITH BASED FELLOWSHIP,% PASTOR RONALD L SESSUM,PO BOX 300,BUFFALO,NY,14215-0300,0000,03,3,7000,200304,1,10,000000000,1,01,202212,3,3,06,0,12,27404,89690,89690,X20,
010607626,PROVIDENCE WESTSIDE HOUSING DEVELOPMENT FUND COMPANY INC,% CATHY VAIL,1150 BUFFALO RD,ROCHESTER,NY,14624-1823,0000,03,3,1000,201806,1,16,000000000,1,01,202412,5,4,01,0,12,868135,235979,235979,L20,
010610771,SECOND CHANCE FARM INC,% ALICE CANNON,PO BOX 5,WEST PARK,NY,12493-0005,0000,03,3,1000,200312,1,15,000000000,1,01,202412,0,0,02,0,12,0,0,0,D20,
010611443,CENTER FOR ADOPTION POLICY STUDIES INC,% ANN REESE,168 KIRBY LN,RYE,NY,10580-4320,0000,03,3,1000,200203,1,15,000000000,1,01,202412,0,0,02,0,12,0,0,0,O05,
010611469,FRIENDS OF FIREFIGHTERS INC,,199 VAN BRUNT ST,BROOKLYN,NY,11231-1212,0000,03,3,1000,200204,1,15,000000000,1,01,202312,4,5,01,0,12,308036,703966,638074,M112,
010612096,MISSION OF MOUNT OLIVES CHURCH OF GOD INC,,1248 RALPH AVE,BROOKLYN,NY,11236-0000,0000,03,3,7000,200408,1,10,000000000,1,01,202412,6,4,06,0,12,4690000,136706,136706,X20,REV TESTAR ST VICTOR
010613671,KHAL TZETZOVITZ,% ISRAEL NEUSCHLOS,PO BOX 50226,BROOKLYN,NY,11205-0226,0000,03,3,7000,200204,1,10,000000000,1,01,,0,0,06,0,12,,,,X21,
010614186,JACK ARTUSO FOUNDATION,% ARTUSO,640 COLUMBUS AVE,THORNWOOD,NY,10594-1909,0000,03,3,1000,200207,1,15,000000000,1,01,202312,0,0,02,0,12,0,0,0,B12,
010615438,HOLY OF HOLIES CHURCH,% CLARA OWENS,2225 PARKHURST RD,ELMONT,NY,11003-2817,0000,03,3,7100,200206,1,10,000000000,1,01,,0,0,06,0,12,,,,X21,
010615527,TOASTMASTERS INTERNATIONAL,% LIFE LEARNERS CLUB,86 INDIANA ST,ROCHESTER,NY,14609-7437,0820,03,9,2000,194505,0,16,059319000,5,01,202412,0,0,02,0,12,0,0,0,,4323 LIFE LEARNERS CLUB
010617948,SO CHARITABLE TR,,3839 FLATLANDS AVE STE 201,BROOKLYN,NY,11234-3534,0000,03,3,1000,200203,1,04,000000000,1,01,202312,7,4,00,1,12,7987849,453834,,T20,
010619570,AMERICAN FEDERATION OF TEACHERS,% MARY REED,2463 ABBERT RD,HUBBARDSVILLE,NY,13355-1221,0787,05,9,3000,196711,2,00,236264279,5,01,202412,0,0,02,0,12,0,0,0,,5115 HEALTH CARE PROFESSIONALS GUIL
010621206,MUSIC OF THE SPHERES SOCIETY INC,% STEPHANIE CHASE,46 RIVERSIDE DR APT 2N,NEW YORK,NY,10024-6893,0000,03,3,2000,200212,1,15,000000000,1,01,202406,0,0,02,0,06,0,0,0,A68,
010621340,WASSERMAN FAMILY FOUNDATION INC,% DEMBITZER & DEMBITZER LLP,27110 GRAND CENTRAL PKWY APT 29L,FLORAL PARK,NY,11005-1229,0000,03,3,1000,200208,1,04,000000000,1,01,202501,4,3,00,1,01,196151,51589,,T21,
010621733,EIZER BACHURIM DMONSEY FRIENDS OF TEENAGERS INC,% ISRAEL BENEDIKT,74 W ECKERSON RD,SPRING VALLEY,NY,10977-3610,0000,03,3,1000,200409,1,15,000000000,1,01,202401,4,6,01,0,01,488056,2821901,2821901,P82,
010622072,GREENE PARENT TEACHER ORGANIZATION,% DEDRA INGRAHAM,127 ELEMENTARY LANE,GREENE,NY,13778-0000,0000,03,3,1200,200303,1,16,000000000,1,01,202412,0,0,02,0,12,0,0,0,B94,
010623055,PINDAROS FOUNDATION INC,% MARKS PANETH & SHRON LLP,CO CBIZ MARKS PANETH 685 3RD AVE,NEW YORK,NY,10017-0000,0000,03,3,1000,200207,1,04,000000000,1,01,202312,8,6,00,1,12,43312099,4475401,,T22,
010623188,KHAL CHASEDEI LEL0V,% MARTIN WESEL,1693 49TH ST,BROOKLYN,NY,11204-1134,0000,03,3,7000,200210,1,10,000000000,1,01,,0,0,00,0,12,,,,X30,
010623891,FAITH APOSTOLIC GOSPEL TEMPLE,% AUDREY BELANFANTE,3956 BRONXWOOD AVE,BRONX,NY,10466-4504,0000,03,3,7000,200307,1,10,000000000,1,01,,0,0,06,0,12,,,,X20,
010624401,PTA NEW YORK CONGRESS,% NELSON FONT,20 CEDAR PL,YONKERS,NY,10705-1318,1258,03,9,2000,195405,1,16,059035000,0,01,202406,0,0,02,0,06,0,0,0,,CESAR E CHAVEZ PTA
010625095,CONG CHESED LEYISROEL,% A WEISS,111 LEE AVE,BROOKLYN,NY,11211-9609,0000,03,3,7000,200210,1,10,000000000,1,01,,0,0,06,0,12,,,,X30,POTENTIAL FAB EIN
010626859,M-E HOOPS INC,% HERMAN SONNY SPERA,565 HOOPER RD,ENDWELL,NY,13760-1953,0000,03,3,1000,200307,1,16,000000000,1,01,202312,0,0,02,0,12,0,0,0,N62,
010627174,ECUADORIAN INTERNATIONAL CENTER INC,% JRH ASSOCIATES INC,4142 44TH ST APT D7,SUNNYSIDE,NY,11104-2229,0000,03,3,1467,202307,1,15,000000000,1,01,202412,0,0,02,0,12,0,0,0,S99,
010630363,MEDICAL OUTREACH MISSION INC,% MAVIS MOORE,PO BOX 412,YONKERS,NY,10705-0412,0000,03,3,1200,200401,1,15,000000000,1,01,202312,2,2,02,0,12,14029,15300,15300,T20,
010631067,GLORIOUS TEMPLE CHURCH OF GOD IN CHRIST,% EDMON DARRISAW,470 LAFAYETTE AVE,BROOKLYN,NY,11205-4809,1969,03,9,7000,196901,1,10,000000000,5,01,,0,0,06,0,12,,,,,
010632456,TOWN OF HAVESTRAW SENIOR CITIZENS CLUB INC,% JUDITH OSULLIVAN,1 ROSMAN ROAD,HAVERSTRAW,NY,10923-1742,0000,03,3,1000,200602,1,16,000000000,1,01,202406,2,3,01,0,06,12961,52726,52726,P81,
010632725,GAMETOPHYTE INC,% DEAN MOSS,528 HANCOCK ST,BROOKLYN,NY,11233-1019,0000,03,3,2000,200205,1,15,000000000,1,01,202412,0,0,02,0,12,0,0,0,A60,
010632817,AMERICAN FEDERATION OF GOVERNMENT EMPLOYEES,% DAWN JEMINE-GARCIA,800 POLY PL,BROOKLYN,NY,11209-7104,0194,05,9,3000,194010,2,00,263269265,5,01,202412,4,4,01,0,12,125267,109009,109009,,862 AFGE-LOCAL
010632820,AMVETS,% MR EMERY A PERRY,11469 227TH ST,CAMBRIA HTS,NY,11411-1320,0838,19,9,1000,194505,1,00,000000000,5,01,202408,0,0,02,0,08,0,0,0,,NY-1013
010633329,CAMBRIDGE VALLEY COMMUNITY DVLPMT & PRESERVATION PARTNERSHIP INC,% SARAH ASHTON,PO BOX 72,CAMBRIDGE,NY,12816-0072,0000,03,3,2000,200209,1,15,000000000,1,01,202412,5,4,01,0,12,977860,136439,80132,S20,
