EIN,NAME,ICO,STREET,CITY,STATE,ZIP,GROUP,SUBSECTION,AFFILIATION,CLASSIFICATION,RULING,DEDUCTIBILITY,FOUNDATION,ACTIVITY,ORGANIZATION,STATUS,TAX_PERIOD,ASSET_CD,INCOME_CD,FILING_REQ_CD,PF_FILING_REQ_CD,ACCT_PD,ASSET_AMT,INCOME_AMT,REVENUE_AMT,NTEE_CD,SORT_NAME
116076787,INTERNATIONAL ASSOCIATION OF LIONS CLUBS,% CATHY BENJAMIN,PO BOX 5175,BAY SHORE,NY,11706-0000,0239,04,9,3000,194012,2,00,000000000,5,01,202212,3,3,01,0,12,65386,77008,77008,,8536 BAY SHORE NEW YORK
116076983,MORICHES BAY HISTORICAL SOCIETY,,PO BOX 31,CTR MORICHES,NY,11934-0031,0000,03,3,2000,196610,1,16,059062060,1,01,202405,0,0,02,0,05,0,0,0,,
116076986,BAIS HAMEDRASH YESHIAS ISRAEL INC,,1315 - 54 STREET,BROOKLYN,NY,11219-4211,0000,03,3,7000,196608,1,10,200000000,1,01,,0,0,06,0,12,,,,,DBA CHASDEI ELIEZER
116076987,COMMUNITY AMBULANCE COMPANY INC,% COMMUNITY AMBULANCE CO INC,PO BOX 450,SAYVILLE,NY,11782-0450,0000,03,3,1000,196608,1,15,999000000,1,01,202312,7,6,01,0,12,9408668,4605408,4605408,E62Z,
116076991,CHILDRENS MEDICAL FUND OF NEW YORK,,300 ROBBINS LN,SYOSSET,NY,11791-6012,0000,03,3,1000,196608,1,15,927000000,1,01,202312,5,6,01,0,12,596037,2534457,624528,E24I,
116076993,INTERNATIONAL CARGO GEAR BUREAU INC,,481 8TH AVE STE 614,NEW YORK,NY,10001-1862,0000,06,3,2000,196608,2,00,403000000,1,01,202406,5,5,01,0,06,519036,682702,682702,,
116076994,HARBOR BOATING CLUB OF HUNTINGTON NY INC 323 W SHORE RD,,323 W SHORE RD,HUNTINGTON,NY,11743-2025,0000,07,3,1000,196608,2,00,281317000,1,01,202312,4,4,01,0,12,158314,179079,179079,N67Z,
116077126,HERMAN & KATE CARO FOUNDATION,% JONATHAN HERLANDS,355 LEXINGTON AVE 10TH FL,NEW YORK,NY,10017-6616,0000,03,3,1000,196608,1,04,602000000,2,01,202412,5,4,00,1,12,817593,216754,,,
116077127,YESHIVAT ATERET CVI & CHEVRAT TOMCHEI TORAH,,19 RITA AVE # 21,MONSEY,NY,10952-2626,0000,03,3,7000,196608,1,10,029000000,1,01,,0,0,06,0,02,,,,,
116077128,ESQUIRE BENEVOLENT ASSOCIATION INC,% BARRY WIENER,PO BOX 668,BETHPAGE,NY,11714-0000,0000,08,3,1000,201208,2,00,900265000,1,01,202309,0,0,02,0,09,0,0,0,Y22,
116077214,STEUBEN SOCIETY OF AMERICA,% SEN ROBERT F WAGNER UNIT 165,155 NIMS AVE,WEST BABYLON,NY,11704-6306,0000,04,3,1000,202411,2,00,059908319,5,01,202412,0,0,02,0,12,0,0,0,Y40,165 SENATOR ROBERT F WAGNER UNIT
116077272,SEAFORD VOLUNTEER & EXEMPT BENEVOLENT ASSOCIATION,,2170 SOUTHARD AVE,SEAFORD,NY,11783-2544,0000,04,3,3000,201003,2,00,000000000,5,01,202412,6,4,01,0,12,3452903,435782,435782,Y44,
116077318,AMERICAN ACADEMY OF FAMILY PHYSICIANS,% NYS ACADEMY OF FAMILY PHYSICIANS,99 WASHINGTON AVE STE 402,ALBANY,NY,12210-2811,1077,06,9,2000,196607,2,00,205000000,5,01,202412,0,0,02,0,12,0,0,0,,KINGS COUNTY CHAPTER OF SUNY ASCB
116077319,AMERICAN ACADEMY OF FAMILY PHYSICIANS,% NYS ACADEMY OF FAMILY PHYSICIANS,898 OYSTER BAY RD,E NORWICH,NY,11732-1051,1077,06,9,2000,196607,2,00,205000000,5,01,202412,0,0,02,0,12,0,0,0,,NASSAU COUNTY CHAPTER
116077320,AMERICAN ACADEMY OF FAMILY PHYSICIANS,% NYS ACADEMY OF FAMILY PHYSICIANS,99 WASHINGTON AVE STE 402,ALBANY,NY,12210-2811,1077,06,9,2000,196607,2,00,205000000,5,01,202412,0,0,02,0,12,0,0,0,,QUEENS CO CHAPTER
116077321,AMERICAN ACADEMY OF FAMILY PHYSICIANS,% NYS ACADEMY OF FAMILY PHYSICIANS,99 WASHINGTON AVE STE 402,ALBANY,NY,12210-2811,1077,06,9,2000,196607,2,00,205000000,5,01,202412,0,0,02,0,12,0,0,0,,SUFFOLK COUNTY CHAPTER
116077322,SOCIETY FOR PRESERVATION & ENCOURMT OF BARBERSHOP QUARTET SINGING AMER,% DENNIS NOVICK,32 ORCHARD ST,GLEN HEAD,NY,11545-1319,0943,03,9,1200,194605,1,16,119602281,5,01,202412,0,0,02,0,12,0,0,0,,J-084 NASSAU MID ISLAND
116077327,SOCIETY FOR PRESERVATION & ENCOURMT OF BARBERSHOP QUARTET SINGING AMER,% SCOTT STEVENSON,37 RAMSEY RD,COMMACK,NY,11725-1101,0943,03,9,1200,194605,1,16,119602281,5,01,202412,0,0,02,0,12,0,0,0,,J076 WESTERN SUFFOLK
116077347,DEVELOPMENTAL DISABILITIES INSTITUTE INC,% DANA DICARLO,99 HOLLYWOOD DR,SMITHTOWN,NY,11787-3135,0000,03,3,2000,196704,1,11,031059160,1,01,202312,9,9,01,0,12,92454345,147426866,147292906,P820,SOPHIA SAMUEL
116077376,PTA NEW YORK CONGRESS,% MELANIE OREILLY,499 OLD COUNTRY RD,HUNTINGTON STATION,NY,11746-0000,1258,03,9,2000,196602,1,16,059000000,5,01,202306,3,3,01,0,06,45985,58742,29151,,05-125 COUNTRYWOOD PTA
116077377,PTA NEW YORK CONGRESS,% CATHY AIELLO,485 HAWKINS RD,SELDEN,NY,11784-1718,1258,03,9,2000,196602,1,16,059000000,5,01,202506,0,0,02,0,06,0,0,0,,05-218 HAWKINS PATH PTA
116077386,PTA NEW YORK CONGRESS,% SAMANTHA RILEY,425 SPRUCE AVE,WEST ISLIP,NY,11795-2711,1258,03,9,2000,196602,1,16,059000000,5,01,202406,0,0,02,0,06,0,0,0,,05-089 OQUENOCK ELEM SCHOOL PTA
116077387,PTA NEW YORK CONGRESS,% GEORGETTE CADDLE,97 PATCHOGUE HOLBROOK RD,RONKONKOMA,NY,11779-5721,1258,03,9,2000,196602,1,16,059000000,5,01,202506,0,0,02,0,06,0,0,0,,05-172 HIAWATHA PTA
116077390,PTA NEW YORK STATE CONGRESS,% MICHELLE MURPHY,401 OAKWOOD RD,HUNTINGTN STA,NY,11746-7207,1258,03,9,2000,196602,1,16,059000000,5,01,202406,0,0,02,0,06,0,0,0,,05-114 STIMSON MIDDLE SCHOOL PTA
116077392,PTA NEW YORK CONGRESS,% ROMINA WILLIAMS,1200 CARLLS STRAIGHT PATH,DIX HILLS,NY,11746-8017,1258,03,9,2000,196602,1,16,059000000,5,01,202406,1,3,01,0,06,7527,55981,22630,,05-102 CANDLEWOOD MIDDLE SCHOOL PT
116077396,PTA NEW YORK CONGRESS,% BRIDGETTE ULZHEIMER,3500 BAYVIEW ST,SEAFORD,NY,11783-3312,1258,03,9,2000,196602,1,16,059000000,5,01,202406,3,4,01,0,06,91742,228792,56837,,10-163 SEAFORD HARBOR PTA
116077397,PTA NEW YORK CONGRESS,% GINA GROBLEWSKI,100 SHELTER ROCK RD,NEW HYDE PARK,NY,11040-1356,1258,03,9,2000,196602,1,16,059000000,5,01,202406,0,0,02,0,06,0,0,0,,10-350 HERRICKS HIGH SCHOOL PTSA
116077398,PTA NEW YORK CONGRESS,% PLAZA SCHOOL,CO PLAZA SCHOOL 501 SEAMAN AVE,BALDWIN,NY,11510-0000,1258,03,9,2000,196602,1,16,059000000,5,01,202406,0,0,02,0,06,0,0,0,B940,10-227 PLAZA PTA
116077400,NATIONAL COUNCIL OF NEGRO WOMEN INC,% CAROLE E MOORE,PO BOX 24853,BROOKLYN,NY,11202-4853,1789,03,9,1200,196605,1,15,430402927,5,01,202409,0,0,02,0,09,0,0,0,R24Z,NY003 BROOKLYN SECTION
116077500,CONGREGATION GIVATH SCHOUL,,1069 58TH STREET,BROOKLYN,NY,11219-4433,0000,03,3,7000,196609,1,10,001000000,1,01,199912,0,0,06,0,12,,,,,
116077501,CONGREGATION & TALMUD TORAH BETH AARON,,4901 18TH AVE,BROOKLYN,NY,11204-1226,0000,03,3,7000,196609,1,10,001000000,1,01,,0,0,06,0,12,,,,,
116077679,BROTHERHOOD OF MAINTENANCE OF WAY EMPLOYEES,% DEREK BELL,600 MEDWAY EARLTON RD APT 3,EARLTON,NY,12058-3821,0438,05,9,3000,196607,2,00,263000000,5,01,202503,0,0,02,0,03,0,0,0,,1934 BMWED
116077696,THE WORD MINISTRIES INC,,PO BOX 290,BKLYN,NY,11229-0290,0000,03,3,7000,196612,1,10,001000000,1,01,,0,0,06,0,05,,,,,
116077719,RABBINICAL INSTITUTE SHEVET YEHUDA CONGREGATION SHECET YHUDAH,,5220 13TH AVE,BROOKLYN,NY,11219-3810,0000,03,3,7000,196610,1,10,001000000,1,01,,5,5,06,0,06,,,,,
116077795,COMMUNITY MAYORS INC,% KENNETH HONIG,9728 THIRD AVENUE 632,BROOKLYN,NY,11209-7742,0000,03,3,1000,196611,1,16,927602000,1,01,202403,3,4,01,0,03,37200,151176,108669,,
116077809,RABBINIC YESHIVA CHAIM AVROHOM,,4901 FORT HAMILTON PWY,BROOKLYN,NY,11219-3345,0000,03,3,2700,196610,1,10,046030001,1,01,,0,0,06,0,12,,,,,
116077810,PORAT YOSEF FOUNDATION,% MR ELIE MARCUS,1426 E 8TH ST,BROOKLYN,NY,11230-6403,0000,03,3,1000,196610,1,15,602040000,1,01,202412,1,4,01,0,12,8888,417261,417261,,
116077811,EDUCATIONAL INSTITUTE OHOLEI TORAH OF BROOKLYN INC,% RABBI WC YOSSIE,667 EASTERN PKWY,BROOKLYN,NY,11213-3310,0000,03,3,7000,196610,1,10,046004030,1,01,,0,0,06,0,06,,,,,
116077945,STONY BROOK FOUNDATION INC,,STONY BROOK FOUNDATION,STONY BROOK,NY,11794-0001,0000,03,3,1000,196704,1,15,040000000,1,01,202406,9,9,01,0,06,1261474422,798569920,421041466,B112,
116077968,BROOKLYN BAR ASSOCIATION FOUNDATION INC,,123 REMSEN ST,BROOKLYN,NY,11201-4212,0000,03,3,1000,196610,1,17,059061000,1,01,202406,4,4,01,0,06,186392,144567,144567,,
116078198,CONGREGATION AHAVAS CHESED OF PARKVILLE,,4717 17TH AVE,BROOKLYN,NY,11204-1119,0000,03,3,1000,196611,1,10,001000000,1,01,,0,0,06,0,11,,,,,
116078593,VOLUNTEER EXEMPT FIREMENS BENEVOLENT ASSOCIATION INC,,PO BOX 324,MONTAUK,NY,11954-0301,0000,04,3,3000,196703,2,00,265000000,1,01,202409,6,5,01,0,09,3407044,642219,642219,,
116078621,NORTHEASTERN WEED SCIENCE SOCIETY,,PO BOX 303,KING FERRY,NY,13081-0303,0000,03,3,8000,196804,1,16,161180000,5,01,202410,4,3,01,0,10,235209,81122,81122,C034,
116078667,GREAT SOUTH BAY YACHT RACING ASSOCIATION,% MELANIE OSWALT,60 UNION AVE,CTR MORICHES,NY,11934-3330,0000,07,3,1000,196406,2,00,318000000,5,01,202412,0,0,02,0,12,0,0,0,,
116078702,UNIVERSITY OF PENNSYLVANIA CLUB OF LONG ISLAND INC,% JAY KAPLAN,C/O JAY KAPLAN 20 MARIAN LANE,JERICHO,NY,11753-0000,0000,03,3,2000,196703,1,16,034000000,1,01,202406,0,0,02,0,06,0,0,0,,
116078704,OHEL CHILDRENS HOME AND FAMILY SERVICES INC,% HOWARD LORCH,1268 E 14TH ST,BROOKLYN,NY,11230-5241,0000,03,3,1200,196710,1,15,059000000,1,01,202406,9,9,01,0,06,96236458,90464221,88093660,P70,
116078829,PTA NEW YORK CONGRESS,% MELANIE AUSTIN,15 EVERETT DR,YAPHANK,NY,11980-9633,0000,03,3,1238,202303,1,16,035000000,5,01,202406,0,0,02,0,06,0,0,0,B94,05-400 CHARLES E WALTERS PTA
116078912,LINKS INC,% DONNA JONES,PO BOX 40,NEW YORK,NY,10027-0040,1520,04,9,1000,196112,2,00,119040279,1,01,202404,4,5,01,0,04,244392,572353,324696,,GREATER NEW YORK CHAPTER
116079116,BELLPORT-BROOKHAVEN HISTORICAL SOCIETY,% STEPHANI & NALEWAJK,31 BELLPORT LN,BELLPORT,NY,11713-2739,0000,03,3,2000,196505,1,16,059062060,1,01,202312,6,4,01,0,12,1614351,272633,245128,A82Z,
116079119,INWOOD BUCCANEERS ATHLETIC CLUB,,PO BOX 114,INWOOD,NY,11096-0000,0000,03,3,1000,196704,1,15,298059317,1,01,202212,1,0,02,0,12,1,0,0,N60Z,
116079154,CONGREGATION BETH ISRAEL,,1424 51ST ST,BROOKLYN,NY,11219-3605,0000,03,3,7000,196612,1,10,001000000,1,01,,0,0,06,0,12,,,,,
116079190,AIR FORCE ASSOCIATION,% FRED DIFABIO,56 OLD DEPOT RD,QUOGUE,NY,11959-4254,5392,03,9,1000,200909,1,16,908319000,5,01,202412,0,0,02,0,12,0,0,0,B034,202 AF LONG ISLAND CHAPTER
116079231,INTERNATIONAL BROTHERHOOD OF ELECTRICAL WORKERS,% FRANK RAYNOR,356 MIDDLE COUNTRY RD STE 104,CORAM,NY,11727-4433,0064,05,9,3000,194008,2,00,263264279,5,01,202407,4,4,01,0,07,191474,297154,297154,,2230 LOCAL UNION
116079249,NEW YORK FARM BUREAU,% MR KARL J NOVAK,104 EDWARDS AVE STE 3,CALVERTON,NY,11933-1640,1357,05,9,1000,196610,2,00,230000000,5,01,202309,5,4,01,0,09,591186,376321,240124,,LONG ISLAND FARM BUREAU
116079254,DELTA KAPPA GAMMA SOCIETY INTERNATIONAL,% VIRGINIA E SULLIVAN,1745 E 32ND ST,BROOKLYN,NY,11234-4441,1741,06,9,2000,196506,2,00,205000000,5,01,202306,0,0,02,0,06,0,0,0,,NY EPSILON CHAPTER
116079304,INTERNATIONAL ASSOCIATION OF FIRE FIGHTERS,% MARK SALERNO,PO BOX 298,GARDEN CITY,NY,11530-0298,0160,05,9,3000,196609,2,00,263264279,5,01,202412,0,0,02,0,12,0,0,0,,L1588 NASSAU COUNTY
116079576,TRI-FAITH CHAPELS BUILDING FUND INC,,JFK INTERNATIONAL AIRPORT,JAMAICA,NY,11430-0000,0000,03,3,7000,196611,1,10,029000000,1,01,,1,1,06,0,12,,,,,
116079617,CONGREGATION KEHILATH MOSHE INC,,3904 15TH AVE,BROOKLYN,NY,11218-4410,0000,03,3,1000,196702,1,10,001000000,1,01,,0,0,06,0,12,,,,,
116079619,MERRICK-BELLMORE SYNAGOGUE,,145 MERRICK AVE,MERRICK,NY,11566-4318,0000,03,3,1000,199208,1,10,001029000,1,01,,0,0,06,0,06,,,,,
116079766,GENERAL COUNCIL CHRISTIAN CHURCH OF NORTH AMERICA,% PASTOR,185 EVANS AVE,ELMONT,NY,11003-2648,3219,03,9,7000,198512,1,10,001000000,5,01,,0,0,06,0,12,,,,,ITALIAN CHRISTIAN CHURCH OF GOD
116080123,LITTLE LEAGUE BASEBALL INC,% DREW HEARON,1305 FRANKLIN AVE STE 300,GARDEN CITY,NY,11530-1630,3158,03,9,1000,196701,1,15,321059000,1,01,202412,4,5,01,0,12,423206,616976,616976,N60Z,2322910 STRATFORD LL
116080126,ROCKAWAY FIVE-TOWNS SYMPHONY SOCIETY INC,% WILLIAM BALDWIN,859 WILLOW RD,FRANKLIN SQ,NY,11010-4000,0000,03,3,2000,196703,1,16,119000000,1,01,202406,0,0,02,0,06,0,0,0,,
